tweet,date,weekStarting
"Here at Motel No. 7, we have some very distinguished guests ready to share a drink in the speakeasy. #motelno7",2016-01-15,2016-01-10
Jack Daniel's #motelno7 opens in Miami tonight. We figure a city with this kind of nightlife needs a proper motel.,2016-01-15,2016-01-10
Welcome to Jack Daniel's Motel No. 7. A motel unlike any other. #motelno7,2016-01-15,2016-01-10
When dreams become reality. A room filled completely with pillows...only at Jack Daniel's Motel No. 7. #motelno7,2016-01-15,2016-01-10
Noise complaints... guaranteed. This is #motelno7,2016-01-15,2016-01-10
Not your average motel. This is the Jack Daniel's Motel No. 7. Noise complaints...guaranteed. #motelno7,2016-01-16,2016-01-10
Jack Daniel's Motel No. 7 always finds a way to put a true star on stage. #motelno7 #jacklive,2016-01-16,2016-01-10
Nothing left to do but say farewell &amp; thank you to the amazing guests of Miami's Motel No. 7. Mic drop. #motelno7,2016-01-16,2016-01-10
Motel No. 7 is now sharing the stage with none other than @Ruleyork. This is #motelno7.,2016-01-16,2016-01-10
"No running at the pool. True, but no dancing? Well that's a totally different story. #motelno7",2016-01-16,2016-01-10
Taking pillow fights to a whole new level at the one-of-a-kind Jack Daniel's Motel No. 7. #motelno7,2016-01-16,2016-01-10
Our door is always open. #jackdaniels,2016-01-20,2016-01-17
"Getting snowed in may be unlikely, but you’ll never regret being prepared.",2016-01-21,2016-01-17
"On this cold wintery day, the rick yard falls quite, all the while our whiskey still matures. #borntomakewhiskey",2016-01-22,2016-01-17
"The snow is back, but at least there's #JackDaniels. #BornToMakeWhiskey",2016-02-08,2016-02-07
"Our rickyard may be snow covered, but that doesn't slow down the whiskey making process here at #JackDaniels.",2016-02-10,2016-02-07
Love at first sip. Happy #ValentinesDay from all of us at #JackDaniels.,2016-02-14,2016-02-14
There’s a story behind the Old No. 7 on every bottle of Jack.  But no one knows what it is. #borntomakewhiskey,2016-02-17,2016-02-14
Everything you need to know about our whiskey is here in black and white. #borntomakewhiskey,2016-02-19,2016-02-14
An afternoon sampling tour at the #JackDaniels distillery.,2016-02-21,2016-02-21
A couple of turkeys hanging out at the #JackDaniels Grain Mill hoping to catch a snack.,2016-02-22,2016-02-21
"Whiskey making takes waiting, and waiting takes stories. Lots of ’em. #JackDaniels #BornToMakeWhiskey",2016-02-23,2016-02-21
It takes one man to plug a leaky barrel of #JackDaniels and a second to keep him from getting any ideas.,2016-02-25,2016-02-21
"Jack encourages you to drink, and vote, responsibly. #SuperTuesday",2016-03-01,2016-02-28
"Paris got fashion. We got Whiskey. (Sorry, Paris.) #BornToMakeWhiskey",2016-03-02,2016-02-28
Distilled. Mellowed. Matured. Tasted. Enjoyed. #JackDaniels,2016-03-03,2016-02-28
Enjoyed Everyplace. Made in one. #JackDaniels,2016-03-07,2016-03-06
Stand out by being yourself. #JackDaniels #BornToMakeWhiskey,2016-03-10,2016-03-06
Our 150th Anniversary calls for a celebratory drink. We know just the one. #jackdaniels,2016-03-14,2016-03-13
Smooth flights have smooth whiskey. #JackDaniels,2016-03-14,2016-03-13
Ever wonder what it takes to be an official taster at #JackDaniels?,2016-03-16,2016-03-13
RT @thehowtohostess: 14 things you didn't know about Jack Daniel's,2016-03-17,2016-03-13
@UforiaBand is the 7th winner of #JDSupportingAct and gets $6k to launch a radio single.,2016-03-18,2016-03-13
Spring adventures with #JackDaniels await.,2016-03-20,2016-03-20
#JDSupportingAct finalists have 1 last chance to win their dream. Vote @,2016-03-21,2016-03-20
Are you a true Jack Daniel's aficionado? Test your knowledge with these lesser known facts about this iconic brand.,2016-03-23,2016-03-20
We don’t need a calendar to know its spring time in Lynchburg.,2016-03-25,2016-03-20
3 days left to vote - the final #JDSupportingAct winner needs your support! Vote @,2016-03-28,2016-03-27
Still standing strong after all these years. #JackDaniels,2016-03-29,2016-03-27
"In any bar, you know someone by name. #JackDaniels",2016-03-30,2016-03-27
Kick your feet back and enjoy. #JackDaniels,2016-04-03,2016-04-03
#JackDaniels at Lollapalooza Chile 2016 #JackLivesHere,2016-04-05,2016-04-03
The final #JDSupportingAct winner is...Jack Densmore! See his full story at,2016-04-05,2016-04-03
Every drop of Jack Daniel's comes from the same place. Where it's gone in our 150 years is a whole different story.,2016-04-07,2016-04-03
#JDSupportingAct is about keeping music in peoples lives. 8 winners received help to make it happen.,2016-04-08,2016-04-03
Slow down and smell the whiskey goodness.,2016-04-08,2016-04-03
We're partnering with @ResponsibleFans on the #RaiseOneMillionARMs campaign for Alcohol Responsibility Month.,2016-04-12,2016-04-10
This is where the magic happens.,2016-04-13,2016-04-10
Jack is in NYC! Exclusive look at the 42 St. Shuttle (Times Square/Grand Central) that kicks off in 12 hours.,2016-04-14,2016-04-10
@CynCydie the 42 St. Shuttle (Times Square/Grand Central),2016-04-15,2016-04-10
Bringing small town craftsmanship to the big city.,2016-04-15,2016-04-10
@D4NNY_J4MES the 42 St. Shuttle (Times Square/Grand Central),2016-04-15,2016-04-10
All aboard! We're celebrating the 150th anniversary of America's oldest registered distillery #JackDaniels in NYC.,2016-04-15,2016-04-10
"RT @WCEllis: ""When It Comes to Branding - You Don't Know Jack "" by @WCEllis on @LinkedIn",2016-04-15,2016-04-10
"The road less traveled runs smack through Lynchburg, TN. Plan your trip today.",2016-04-16,2016-04-10
True in taste &amp; character. #JackDaniels,2016-04-19,2016-04-17
Watching spring bloom around the #JackDaniels Distillery is better in person.,2016-04-20,2016-04-17
Jack is ready for outdoor music season. Are you?,2016-04-21,2016-04-17
"Why do we still make every drop of Old No. 7 in Lynchburg, TN? Well, the view doesn’t hurt.",2016-04-25,2016-04-24
Our door is always open. See where it all happens.,2016-04-26,2016-04-24
Friends of Jack are easy to spot. #JackDaniels,2016-04-27,2016-04-24
Jack. Need we say more.,2016-04-28,2016-04-24
"Making Jack isn't easy, but nothing of genuine character ever is.",2016-05-03,2016-05-01
"150 years later, every drop still comes from the same place. That place being Lynchburg, TN. #JackDaniels",2016-05-04,2016-05-01
Don't sell yourself short.,2016-05-05,2016-05-01
So begins a batch of Old No. 7’s journey through 10 feet of sugar-maple charcoal. Bon voyage.,2016-05-06,2016-05-01
"@WhiskeyWash talks with Chris Fletcher, assistant master distiller at #JackDaniels.",2016-05-09,2016-05-08
You’re looking at the difference between Jack Daniel’s Tennessee Whiskey and a Kentucky Bourbon.,2016-05-10,2016-05-08
Fair and Square. Bottle and Whiskey.,2016-05-11,2016-05-08
With 150 years of the same whiskey-making ways. Commitment runs in the family.,2016-05-13,2016-05-08
A black and white label that seems to go with anything.,2016-05-17,2016-05-15
166 years old. And still out in bars every night. #JackDaniels,2016-05-18,2016-05-15
Our door is always open.,2016-05-19,2016-05-15
We make our own Whiskey. We make our own Barrels. #JackDaniels,2016-05-23,2016-05-22
"A conversation with #JackDaniels Master Distiller, Jeff Arnett.",2016-05-24,2016-05-22
RT @PasteMagazine: Tasting 16 barrels of Jack Daniels before noon. #whiskey,2016-05-25,2016-05-22
Everyone looks good in black and white. Thanks Mr. Jack.,2016-05-26,2016-05-22
Speed Rack’s #SpeedSummit Drag Queen Bingo presented by #JackDaniels at Le Poisson Rouge in NYC.,2016-05-26,2016-05-22
#JackDaniels has been raised in countless toasts for 150 years.,2016-06-01,2016-05-29
Sourced from one place.,2016-06-03,2016-05-29
The world is all stocked up on false. Be true.,2016-06-06,2016-06-05
How many people can relax after work with what they spent all day working on?,2016-06-08,2016-06-05
150 years and counting.,2016-06-10,2016-06-05
The real reason for breaks between sets. #JackDaniels,2016-06-11,2016-06-05
Square bottle. Square deal. #JackDaniels,2016-06-13,2016-06-12
Here's to living life on your own terms.,2016-06-15,2016-06-12
The world’s changed quite a bit since our distillery was founded in 1866. Or so we’re told. #Jacks150,2016-06-16,2016-06-12
We stand with those who stand apart.,2016-06-17,2016-06-12
Traveled to the @NYSE in celebration of the #JackDaniels distillery 150th anniversary #Jacks150,2016-06-21,2016-06-19
"When you roll 500-pound whiskey barrels all day, you don’t take breaks. Breaks force themselves upon you.",2016-06-21,2016-06-19
"In honor of #Jacks150, Master Distiller Jeff Arnett joins @cheddartv live on set at the New York Stock Exchange.",2016-06-21,2016-06-19
"150 years later, we're still making whiskey the same way it should be enjoyed: With care. #Jacks150",2016-06-22,2016-06-19
Questions about the #Jack150 Barrel Hunt? Follow us @JackDaniels_US so we may respond directly to your questions.,2016-06-24,2016-06-19
"@jLevid Thanks for reaching out. Follow us on Facebook. If a barrel is coming to a location near you, you will be able to see clues.",2016-06-27,2016-06-26
Charcoal mellowing. An extra step that turns special into extraordinary.,2016-06-27,2016-06-26
The way we make whiskey hasn't changed much in 150 years. Cheers to that. #JackDaniels,2016-06-29,2016-06-26
It's always great to see a friend of Jack enjoying their Lynchburg experience. #JackDaniels,2016-06-30,2016-06-26
Questions about the #Jacks150 Barrel Hunt? Follow us @JackDaniels_US so we may respond directly to your questions.,2016-06-30,2016-06-26
"@Steve615 The first barrel will be hidden in Lynchburg, TN tomorrow. Check the JD Facebook page for clues and additional barrels near you.",2016-06-30,2016-06-26
"Great video. We hope you'll stop by again soon, @jason9571.",2016-06-30,2016-06-26
@AlisaLund @RedRocksCO We are honored to call you a friend. Keep rocking.,2016-06-30,2016-06-26
Last call. Craft your #SOA themed #JackDaniels cocktail @,2014-11-23,2014-11-23
Some think. Some Say. Some Do. #HazLoQueNunca,2014-11-25,2014-11-23
3 #JackDaniels cocktails to enjoy with friends and family.,2014-11-25,2014-11-23
Cut steel. Charred wood. Leather. Can you guess this year’s #ItsTheThoughtThatCounts prize?,2014-11-25,2014-11-23
"Tis the season to celebrate the season’s best, bad gifts. So enter at",2014-11-25,2014-11-23
RT @WhiskeyWash: @JackDaniels_US Jack Daniel's Whiskey Sled Includes Its Own #Whiskey Bottle Holster,2014-11-26,2014-11-23
Sign painter Joe Swec adds the finishing touch to the Whiskey Sled. Win it at,2014-11-27,2014-11-23
A laughably bad gift might be good. It could win you a Whiskey Sled @,2014-11-28,2014-11-23
"Handmade, hand-painted, and handsome to boot. Win your Whiskey Sled @",2014-11-29,2014-11-23
"Join Jack and @JimMarshallM4 for one authentic mix of art, whiskey and music this Wednesday in Miami.",2014-12-01,2014-11-30
Midday Fix: Lynne Tolley makes #WinterJack coconut nuggets,2014-12-01,2014-11-30
A great bad gift brings friends together. Especially if you win at,2014-12-01,2014-11-30
"RT @buzzfeedpartner: Thanksgiving is over, and now we're *ridiculously* excited for Christmas:",2014-12-02,2014-11-30
RT @MaximMag: Buying @JackDaniels_US by the barrel. Because having 47 gallons of whiskey in your living room is just good planning.,2014-12-03,2014-11-30
"Enjoy Jack and submit your best, bad gift to win a Whiskey Sled at",2014-12-04,2014-11-30
"With a Whiskey Sled, no one will notice you’re wearing a turtleneck.",2014-12-06,2014-11-30
"‘Tis the season to celebrate the best, bad gifts.  Remember, #ItsTheThoughtThatCounts",2014-12-07,2014-12-07
RT @buzzfeedpartner: Need the perfect gift for the whiskey connoisseur in your life? We can help:,2014-12-08,2014-12-07
Follow along with #JackDaniels and the final ride using #SOAFANS while you take in tonight's @SonsofAnarchy finale.,2014-12-09,2014-12-07
Submit your most excellently awful gift to win a Whiskey Sled at,2014-12-09,2014-12-07
Hey #SOAFANS and #JackDaniels friends. You ready to take the @SonsofAnarchy final ride with us tonight? It's on.,2014-12-09,2014-12-07
RT @SonsofAnarchy: That's a wrap. Thank you to all you fans for tuning in tonight. And thank you to our amazing cast &amp; crew for seven seaso…,2014-12-10,2014-12-07
RT @SonsofAnarchy: ONE hour until the #SOAFinale. Retweet if you'll be watching with us. #FinalRide,2014-12-10,2014-12-07
"RT @SonsofAnarchy: After 7 Seasons, the #SOAFinale airs tonight at 10PM on FX. Will you be watching? #FinalRide",2014-12-10,2014-12-07
RT @SonsofAnarchy: Seven seasons. It's all come down to this. Join SAMCRO for their #FinalRide during tonight's Series Finale.,2014-12-10,2014-12-07
Perfect to bring home to the parents. We mean the sled. Win yours at,2014-12-11,2014-12-07
I Sipped It My Way: How to Drink in the Spirit of #Sinatra,2014-12-13,2014-12-07
"A whiskey sled that will make you smile. Enter your best, bad gift",2014-12-16,2014-12-14
Crack open the Jack with family and friends. Then head over to,2014-12-19,2014-12-14
Perfect to bring home to the parents. We mean the sled. Win yours @,2014-12-21,2014-12-21
Thanks to #JDOperationRideHome a Des Moines Soldier Returns Home for the Holidays -,2014-12-22,2014-12-21
Join #JackDaniels in Music City for our #NashvilleNYE Bash on Broadway.,2014-12-23,2014-12-21
"With a sled, no one will notice you’re wearing grandma’s turtleneck.",2014-12-24,2014-12-21
RT @buzzfeedpartner: Because everyone knows someone who makes gift giving a nightmare...,2014-12-24,2014-12-21
"Season’s greetings from Lynchburg, TN. Share your holiday cheer @",2014-12-25,2014-12-21
A bad gift is a reason to smile. Especially after winning a prize.,2014-12-27,2014-12-21
"‘Tis the season to celebrate the best, bad gifts.   Remember, #ItsTheThoughtThatCounts",2014-12-28,2014-12-28
RT @indianmotocycle: Our next top moment on the road to 2015 was the @IndianMotocycle Inaugural Ride CC @JackDaniels_US &amp; @AmericanPicker h…,2014-12-30,2014-12-28
"There’s one week left to enter your best, bad gift. Win your Whiskey Sled at",2014-12-30,2014-12-28
"Gather ‘round with the family to submit your best, bad gift  to",2014-12-31,2014-12-28
Breathtakingly beautiful. Here's your shot to win a whiskey sled @,2015-01-01,2014-12-28
"While enjoying some Jack, submit your best, bad gift to win a Whiskey Sled at",2015-01-02,2014-12-28
You have two days left to vote. Help the world’s best bad gifts win @,2015-01-04,2015-01-04
"For special military occasions, #JackDaniels is better by the barrel",2015-01-05,2015-01-04
Quite possibly the worst gifts anyone's ever received:,2015-01-05,2015-01-04
"This is your last day to vote for the season’s best, bad gifts at",2015-01-05,2015-01-04
#WinterJack Punch: Warm Winter Jack Tennessee Cider. Serve in punch bowl. Garnish with cinnamon stick &amp; anise stars.,2015-01-06,2015-01-04
Voting is closed. Check back to see the winning gift submissions at,2015-01-06,2015-01-04
This label's sat in on countless legendary recordings. #JackLIVE #JackDaniels,2015-01-09,2015-01-04
Nothing staves off #winter #weather like a warm #JackDaniels cocktail.,2015-01-09,2015-01-04
#JackDaniels. Ginger. Ice. Lime.,2015-01-12,2015-01-11
"@RealBShooligan throughout the U.S., Germany and the UK.",2015-01-13,2015-01-11
#Winter Punch  750 ml #WinterJack  1 cup cranberry juice 1/2 apple 1/2 orange 1/2 lemon 1/4 cup cranberries Cinnamon,2015-01-13,2015-01-11
#WinterJack is only here one season of the year. So stock up while you can.,2015-01-14,2015-01-11
"#JackDaniels #Tennessee Mule. Mix, Sip and Enjoy.",2015-01-14,2015-01-11
#JackDaniels &amp; Music. The truest of friends.,2015-01-15,2015-01-11
We'll have a #JackDaniels on the rocks. How about you?,2015-01-16,2015-01-11
Turn up the volume and craft your tune. #JackDaniels,2015-01-17,2015-01-11
RT @ChaseRiceMusic: Im now the proud owner of an entire barrel of @JackDaniels_US. Should last at least a weekend.,2015-01-20,2015-01-18
Talk about one authentic group. A big thanks to @ChaseRiceMusic @Contbar &amp; friends who joined us for a tasting tour.,2015-01-20,2015-01-18
"RT @ChaseRiceMusic: If yall know me u know, I found heaven. @JackDaniels_US",2015-01-20,2015-01-18
Hello Friend. Let's have a drink. #JackDaniels on the rocks for us. How about you?,2015-01-22,2015-01-18
Music legends know him by name. #JackDaniels,2015-01-28,2015-01-25
#JackDaniels is still made in a dry county. Stop by and see the wet part.,2015-01-29,2015-01-25
Discover #JackDaniels story at,2015-01-30,2015-01-25
"Here's to Mr. Jack, our first Master Distiller. Discover more at",2015-01-31,2015-01-25
"When you stand up for what you believe in, have a toast handy. #JackLivesHere",2015-02-03,2015-02-01
Party for a purpose @ #MojaMojaBrunch 2-7-15 concert. #JackLIVE #GrammyWeekend,2015-02-06,2015-02-01
"Friends, remember to savor every drop. #JackLivesHere",2015-02-06,2015-02-01
Love at first sip. Happy #ValentinesDay from all of us at #JackDaniels.,2015-02-14,2015-02-08
"We're not known for making #snow in Lynchburg, but the scene at Jack's office is worth every flake. #JackDaniels",2015-02-18,2015-02-15
@OKStateKD you won't be disappointed. #FireIsComing,2015-02-18,2015-02-15
@swayne1971 Stay tuned. #FireIsComing,2015-02-18,2015-02-15
@highplainssluts #FireIsComing,2015-02-18,2015-02-15
RT @JackFire: We’re taking repeal week 2015 extra seriously. It’s time to spread #JackFire across the country.,2015-02-18,2015-02-15
RT @JackFire: Will you be one of your state's first #JackFire starters?,2015-02-18,2015-02-15
Mini Jack. Always dressed and ready for the #RedCarpet. #JackDaniels,2015-02-22,2015-02-22
Perfect #Winter weather for making snowmen and TN #Whiskey. Just 22 days until #Spring. #JackDaniels,2015-02-26,2015-02-22
"A custom made guitar, with an actual bottle of Jack inside? Jack Rocks! Bid here (click 'CZ' for English):",2015-03-02,2015-03-01
RT @thefader: We're about to reveal more of the #FADERFORTConverse lineup on @Snapchat in just a few min. Peep our snap story: fadersnaps,2015-03-10,2015-03-08
RT @thefader: More #FADERFORTConverse lineup coming your way shortly via @Snapchat: fadersnaps (!!!),2015-03-11,2015-03-08
"RT @JackFire: Sell hello to Pumper #7, built by Pierce Manufacturing in Appleton, WI. Designed specifically for #JackDaniels.",2015-03-12,2015-03-08
"RT @thefader: Announcing the full lineup for #FADERFORTConverse in Austin, Texas.",2015-03-13,2015-03-08
RT @thefader: Use #JackLIVE &amp; #JackDaniels at #FADERFORTConverse on Instagram to be part of the crafted mosaic &amp; take a copy home!,2015-03-19,2015-03-15
#JackDaniels is getting dressed for #FrenchQuarterFest in #NOLA,2015-03-29,2015-03-29
"#JackDaniels Assistant #MasterDistiller, Chris Fletcher, will be pouring at @WhiskyFest #Chicago this weekend.",2015-04-07,2015-04-05
"Friends, remember to savor every drop. #jackdaniels",2015-04-30,2015-04-26
A damp cool morning calls for a little warmth. Charcoal is made under the watchful eye of Darren. #JackLivesHere,2015-05-06,2015-05-03
Friends. Remember to share your #JackDaniels,2015-05-14,2015-05-10
"@DeLongMusic The equipment you used for Uncut Sessions was incredible, truly the work of a mad musician! #jduncut",2015-05-22,2015-05-17
Robert DeLong rocked our faces off with this stellar JD Uncut performance. #JDUncut,2015-05-27,2015-05-24
"Miguel killed it with the first live, recorded performance of his new song COFFEE.  #JDUncut",2015-05-28,2015-05-24
Rolling Stone is digging the Run the Jewels’ JD Uncut Session just as much as we are. #jduncut,2015-05-28,2015-05-24
We also had a great time hanging out with @runjewels in Killer Mike’s barbershop.,2015-06-02,2015-05-31
@Brinkley86 we look forward it. #YourBarrelIsWaiting,2015-06-28,2015-06-28
@GeordieFalthful We sell an assortment of great Jack Daniel's products including glassware in our store @,2015-06-28,2015-06-28
Congrats to NFL player @Brinkley86 after he hit a hole-in-one to win a barrel of Jack Daniel's Single Barrel Whiskey.,2015-06-28,2015-06-28
"When you stand up for what you believe in, have a toast handy. #JackLivesHere",2015-07-21,2015-07-19
