tweet,date,weekStarting
@anidiotsliquor Curious about the awesome creations you make with us!  Thanks for the follow!  Jager-Veronica,2015-09-05,2015-08-30
"@MrJack1988 @Jagermeister_es Nothing beats good company.  Happy to be reunited with you too, hope it was a fun night!  Jager-Veronica",2015-09-06,2015-09-06
@joeivalentine_ Sending some Jager cuddles your way!  Thanks for the follow!  Jager-Veronica,2015-09-06,2015-09-06
@HeartHalfEmpty Hoping you are feeling better and off the soup!  Thanks for the follow!  Jager-Veronica,2015-09-06,2015-09-06
@sorkKari Mmmmm! Can't argue with that. Jäger-Jessica,2015-09-08,2015-09-06
"@_AJoker_ We love it too but sadly, this bottle is only available in the Netherlands. Jäger-Jessica",2015-09-08,2015-09-06
Do you do #organic? What if we told you #Jäger is made with all-natural ingredients?,2015-09-08,2015-09-06
@OLGAF729 Your inspirational tweets are great!  Thanks for the follow - Jager-Veronica,2015-09-09,2015-09-06
@NerdBliss Always Tina!  Here's to the all-natural you!  Jager-Veronica,2015-09-09,2015-09-06
@InkedAwards Our pleasure! Jager-Fiona,2015-09-09,2015-09-06
"@InkedAwards Thanks for reaching out, send us a message at",2015-09-09,2015-09-06
"@Tarabrowne3 We love your sense of style, Tara! Thanks for sharing! Jager-Fiona",2015-09-09,2015-09-06
"@A_B3tancurth @YELLOWCLAW Sorry, but at this time no :(",2015-09-09,2015-09-06
"@AdamParezo sadly, no :( Netherlands only. Maybe 1 day!",2015-09-09,2015-09-06
@Tarabrowne3 Fantastic Tara! Hope you had a great time! Jager-Fiona,2015-09-09,2015-09-06
"@GoldieJewbs Love your NSFW tweets.  Wait, I'm at work.  Thanks for the follow!  Jager-Veronica",2015-09-10,2015-09-06
"If you can't be with a buddy on their bday, Venmo them $5 and put ""Jäger shot"" in the comment!",2015-09-10,2015-09-06
@malarie93 One shot for every time you get ganked!? Thanks for the follow!  Jager-Veronica,2015-09-10,2015-09-06
@Get_Me_Blazed Happy surfing!  Thanks for the follow!  Jager-Veronica,2015-09-10,2015-09-06
"This is us 3 hours from now, kicking off the season. #TNF #JägerUp",2015-09-10,2015-09-06
@19EDMUNDO That alleyway truly is a work of art!  Thanks for the follow.  Jager-Veronica,2015-09-11,2015-09-06
Game on. #JägerUp,2015-09-11,2015-09-06
"@SantosCooks Thanks for sharing this, Chris! Cocktails made with Jager are the bomb! Jager-Fiona",2015-09-11,2015-09-06
RT @leebrice: Kicking off the Jagermeister Tour tonight in Phoenix! Y’all get ready... @JagermeisterUSA,2015-09-12,2015-09-06
"@Corinnabell We're lovin' the tee, Corinne! Thanks for sharing! Jager-Fiona",2015-09-12,2015-09-06
"@tomriddle03 Enjoy your BBQ and the rest of the weekend, Marvin! Jager-Fiona",2015-09-12,2015-09-06
"@mausgirlinmd We love that idea, Claudia! Jager-Fiona",2015-09-12,2015-09-06
"RT @Borgore: Brooklyn - me, @GetterOfficial, @stylesNcomplete &amp; secret guests have a show 10/30! Be there:",2015-09-12,2015-09-06
"@cowboylifestyle Looking good there, Cowboy! Thanks for sharing! Jager-Fiona",2015-09-12,2015-09-06
Another quality evening! #JagerMusic,2015-09-13,2015-09-13
@Gothic_Bucs_fan Looks like you are all prepared! Enjoy the game! Jager-Fiona,2015-09-13,2015-09-13
@Cole_Duncan We're happy to have celebrated the victory with you!  Jager-Veronica,2015-09-13,2015-09-13
"@TeeJ_mF Sounds like a great plan TJ, Enjoy! Jager-Rob",2015-09-14,2015-09-13
"Kansas City, MO is being taken by storm. Halestorm. Check it out.",2015-09-14,2015-09-13
@rolfschittner Awesome that Jager is rockin' around the world. Glad you're enjoying it in Paraguay Rolf! Jager-Rob,2015-09-14,2015-09-13
@DistainLotus thanks we had a great time!,2015-09-14,2015-09-13
@Borgore A house full of Jager that can't be all bad now can it? Who needs an explanation! Jager-Rob,2015-09-15,2015-09-13
#Jager Presents: A Wild Evening with @Halestorm is rocking its way across the country. Find a tour date near you now!,2015-09-16,2015-09-13
Find a show near you for #Jager Presents: A Wild Evening with @Halestorm here:,2015-09-16,2015-09-13
Every beer needs a wingman. Why not choose one as handsome as Jägermeister?,2015-09-16,2015-09-13
Oh so sweet. #JagerChill #JagerUp #Jager,2015-09-17,2015-09-13
@JAG3RJAY Gaming nerds unite! Thank you for the retweet and the follow. Have a great weekend! Jäger-Jessica,2015-09-17,2015-09-13
"@D_day822 That hashtag ""College Problems"" cracked me up. Thank you for the follow! Jäger-Jessica",2015-09-17,2015-09-13
Jager &amp; @Borgore such a perfect combination for a great night!,2015-09-18,2015-09-13
"RT @Eater: Why bartenders are giving jägermeister, the number one party shot, a second chance",2015-09-18,2015-09-13
Need a reason to #JagerUp? How about: Because It's Friday.,2015-09-18,2015-09-13
@mickey8187 Sounds like an awesome Oktoberfest incoming!  Hope you have a wonderful time!  Jager-Veronica,2015-09-19,2015-09-13
"RT @Borgore: Yo, second half of my tour has just been released! Come thru and turn up with me! ?",2015-09-19,2015-09-13
Iced up for tonight!,2015-09-19,2015-09-13
"Here we go, @leebrice!",2015-09-19,2015-09-13
If you're driving tonight: Put the freeze on your keys. Don't drink and drive.,2015-09-19,2015-09-13
@Gothic_Bucs_fan May the Force be with you! Enjoy! Jager-Fiona,2015-09-19,2015-09-13
Game On. #Jager Up.,2015-09-20,2015-09-20
"@JonDietz At the moment it is only available in the Netherlands, but maybe someday...!  Jager-Veronica",2015-09-20,2015-09-20
"@JAG3RJAY We don't mind at all! Cheers, Jay! Jager-Fiona",2015-09-20,2015-09-20
"@adam_driskell It must be Jager O'Clock! Enjoy, Adam! Jager-Fiona",2015-09-20,2015-09-20
"@JennaPottruff We had an awesome summer, Jenna! Who could have a bad summer spent with a little Jager now and then? Jager-Rob",2015-09-21,2015-09-20
Put a spin on monday night. Photo: @kirsten_wilmink,2015-09-21,2015-09-20
They say a couple of shots will get you on the dance floor. #idontdance #musicmonday @LeeBrice,2015-09-21,2015-09-20
"@Alisha13Hunter A day on the couch watching TV sounds good to me. Thank you for the follow, Alisha! Jäger-Jessica",2015-09-22,2015-09-20
@Tlstaiger You're very welcome Tracy; we hope you enjoy it! Jager-Rob,2015-09-22,2015-09-20
@kittybeljork Great to hear. Enjoy! Jager-Rob,2015-09-22,2015-09-20
@Florida_41 Drop us a line at,2015-09-23,2015-09-20
@pikedawg I think you know how to treat a drummer right!  Must have been an epic night!  Jager-Veronica,2015-09-23,2015-09-20
"#TBT The recipe for Jägermeister was developed in 1934 by Curt Mast. The world thanks you, Mr. Mast.",2015-09-24,2015-09-20
"From the #tailgate to the fourth quarter, enjoy ice cold #Jäger responsibly. #TNF",2015-09-24,2015-09-20
What makes an unbelievable night? Getting a number? Getting a freebie? Getting a pizza?,2015-09-24,2015-09-20
@JagerBomb_Mike So glad to see this picture! You rock the swag well. Jäger-Jessica,2015-09-25,2015-09-20
@KimiWinkler Love this! You guys look fantastic. Jäger-Jessica,2015-09-25,2015-09-20
Ever find yourself daydreaming about Jäger?,2015-09-25,2015-09-20
@Steezy_T_ That is not a half bad idea! Would have to figure out how to keep the color the same for sure. Jäger-Jessica,2015-09-25,2015-09-20
Who's in an #Oktoberfest kind of mood? #JägerUp,2015-09-26,2015-09-20
"@FrankieL83 We think you're awesome, Frankie! Jager-Fiona",2015-09-26,2015-09-20
@7A7700 Awesome proverbs!  Thanks for the follow!  Jager-Veronica,2015-09-26,2015-09-20
@JAG3RJAY Now that is dedication! Happy Friday! Jäger-Jessica,2015-09-26,2015-09-20
"@Gr8tgiantII Should men treat their Jager right, Good boy?!  Jager-Veronica",2015-09-26,2015-09-20
@911baseballguy We're following you now! Jager-Jen,2015-09-27,2015-09-27
"@911baseballguy Hi Shawn, thx for RTing our tweet! You've won 2 tix to the show in Charlotte! Please DM us your full name &amp; bday -Jager-Jen",2015-09-27,2015-09-27
"@bobbi_howcroft Hi Bobbi, thx for RTing! You've won 2 tix to the show in Warren, OH! Please DM us your full name, email, &amp; bday. Jager-Rob",2015-09-27,2015-09-27
"@JAG3RJAY That's great, Jay! We love our fans too! Jager-Fiona",2015-09-27,2015-09-27
@DrrnShfr You really did!  Jager poster-boy in the making!  Jager-Veronica,2015-09-27,2015-09-27
"@IsFavourite Hi Name thx for RTing our tweet! You've won 2 tix to the show in NC! Please DM us your full name, email, &amp; bday Jager-Jen",2015-09-27,2015-09-27
"@OrangeChuck Hi Chuck! Thx for the RT for the concert in Charlotte! You've won! Please DM us a first, last, birthdate and email. Jager-Jen",2015-09-27,2015-09-27
"@StephanieRuth05 Hi Stephanie, thx for RTing! You've won 2 tix to the Baltimore show! Please DM us your full name, email, &amp; bday. Jager-Rob",2015-09-27,2015-09-27
@OrangeChuck We're sorry to hear that! Thank you for letting us know. Jager-Jen,2015-09-27,2015-09-27
It's just about #gametime! #JägerUp,2015-09-27,2015-09-27
"@FNGmacaroni A super moon, and a super bottle of Jager, who could ask for anything more Chris! Jager-Rob",2015-09-28,2015-09-27
"@RDecapita Hi Rich, thx for RTing! You've won 2 tix to the Halestorm show! Please DM us your full name, email, &amp; bday. Jager-Jen",2015-09-28,2015-09-27
"@will25taylor Hi Will, thx for RTing! You've won 2 tix to the show in Columbus OH! Please DM us your full name, email, &amp; bday Jager-Rob",2015-09-28,2015-09-27
"RT @Borgore: View from the booth, Lit AF!  #TomorrowWorld2015",2015-09-29,2015-09-27
Today. Get ready #Boise. #JagerUp,2015-09-29,2015-09-27
@dalsx1 That is awesome! You must have quick hands to have snagged that. Jäger-Jessica,2015-09-29,2015-09-27
"@orguitar84 Well, I hope you were able to remedy that! We have missed you. Jäger-Jessica",2015-09-29,2015-09-27
.@Borgore slays the sold out kickoff show in Boise last night. Get ur tix now. Dont miss this.,2015-09-30,2015-09-27
"@jpratte9  Thx for RTing our tweet! You've won 2 tix to the show in Wallingford! Please DM us your full name, email, &amp; bday Jager-Veronica",2015-09-30,2015-09-27
@AMPeterkin Thanks for joining us to kick off the #JagerRoadTrip with @TimeOutNewYork. Hope you had a great time!,2015-09-30,2015-09-27
? best green room ever @Borgore,2015-09-30,2015-09-27
@bubba_bok All you need is a bag of marshmallows and you're all set! Jager-Fiona,2015-09-30,2015-09-27
@bubba_bok Check out our awesome headwear online at the Jager Shop:,2015-09-30,2015-09-27
@chiefindicud Glad we could make a cameo appearance! Jager-Fiona,2015-09-30,2015-09-27
@samsaysthings Happy to hear string cheese lifted your spirits!  Thanks for the follow!  Jager-Veronica,2015-10-01,2015-09-27
"@chuculu95 We wish we could give you one but they are not for sale, sadly!  Thank you for getting in touch!  Jager-Veronica",2015-10-01,2015-09-27
"@YungDebutante Sorry Debs, they aren't for sale!  Thank you so much for your interest though!  Jager-Veronica",2015-10-01,2015-09-27
"@woahderebecca__ We're flattered, and very happy you enjoy us so much!  We love you too!  Jager-Veronica",2015-10-01,2015-09-27
@cntry71 Looks like you had lots of fun at the concert!  Thank you for the follow!  Jager-Veronica,2015-10-01,2015-09-27
"@MissTracy1984 That is a rockin' pic!  Looks like you had a wonderful night, thanks for sharing!  Jager-Veronica",2015-10-01,2015-09-27
@TweeterMicah We've never had a God of the Sea follow us before!  We feel honored!  Thanks for the follow!  Jager-Veronica,2015-10-01,2015-09-27
@Wainiz Sadly they are not for sale despite their awesomeness!  Thanks for getting in touch!  Jager-Veronica,2015-10-01,2015-09-27
"@Cathy1112CT Hi Cathy thx for the RT! You've won 2 tix to the show in Wallingford! Please DM us your full name, email, &amp; bday Jager-Veronica",2015-10-01,2015-09-27
"@paigeranae Thx for the retweet! You've won 2 tickets to the show in Minneapolis! Please DM us your full name, email, &amp; bday Jager-Veronica",2015-10-01,2015-09-27
"This fall, hit the road and pack your trip full of 56 incredible destinations #JagerRoadTrip @TimeOutNewYork",2015-10-01,2015-09-27
"@fredellingswort Hi Fred, sorry to disappoint but they are not currently for sale!  Many apologies!  Jager-Veronica",2015-10-01,2015-09-27
"@HeatherRivera23 Hi Heather, unfortunately they are not for sale, but thank you for your interest!  Jager-Veronica",2015-10-01,2015-09-27
@Spidey55 This promotion must have been a local offering. Sorry we don't have more information. Hope you enjoyed the show! Jäger-Jessica,2015-10-02,2015-09-27
@AmandaCameron83 So glad you are excited. I am excited that you are excited! Jäger-Jessica,2015-10-02,2015-09-27
@PBandJuless I completely agree with reason 372. Michael Myers is one scary dude. haha Thank you for the follow! Jäger-Jessica,2015-10-02,2015-09-27
@TeeJ_mF Got that bottle on ice yet?!,2015-10-02,2015-09-27
"@AmandaCameron83 Hi!! Thx for RTing! You've won 2 tix to the show in Niagara Falls! Please DM us your full name, email, &amp; bday Jäger-Jessica",2015-10-02,2015-09-27
@dmacsback89 That baseball selfies video totally made my day. Happy Friday and thank you for the follow! Jäger-Jessica,2015-10-02,2015-09-27
RT @rickmonroe: The man &amp; the band of the night! @leebrice @JagermeisterUSA #GreatMindsDrinkAlike @american_young,2015-10-03,2015-09-27
"@SQUEAKYGATES28 Thx for the RT! You've won 2 tickets to the show in Appleton! Please DM us your full name, email, &amp; bday Jager-Veronica",2015-10-03,2015-09-27
There's a time and a place for everything. Drink Jäger responsibly. #Jäger,2015-10-03,2015-09-27
@decriley2 Those dolphins are sooo cute!  Thanks for the follow!  Jager-Veronica,2015-10-03,2015-09-27
"@Carraffa24 Mike must be in the doghouse, Chris! Jager-Fiona",2015-10-03,2015-09-27
"@ZackU44 So much love!  Thanks, we love you too!  Jager-Veronica",2015-10-03,2015-09-27
"@PolishChick88 Fantastic to hear you had a great time despite the weather, Patti! Jager-Fiona",2015-10-03,2015-09-27
Backstage @leebrice makes for the best #FridayNightLights,2015-10-03,2015-09-27
@DXFlyers The makings of an epic night!  Hope you enjoy!  Jager-Veronica,2015-10-03,2015-09-27
@Gothic_Bucs_fan Watching American football in Europe! How cool is that? Have fun! Jager-Fiona,2015-10-04,2015-10-04
"@AmandaCameron83 We're sorry you couldn't make it Amanda, but hopefully next time you can!  Jager-Veronica",2015-10-04,2015-10-04
Ready for work tomorrow? Monday #HappyHour is just around the corner!,2015-10-04,2015-10-04
"@iampartycarty Hi! Thx for the RT! You've won 2 tickets to the show in Lincoln! Please DM us your full name, email, &amp; bday Jager-Jen",2015-10-04,2015-10-04
"@YungDebutante Thanks, Debs! We appreciate you telling us! Jager-Fiona",2015-10-04,2015-10-04
@JStarlings You're our knight in shining armor!  Jager-Veronica,2015-10-04,2015-10-04
"@AmandaCameron83 I'm not sure exactly, but pretty sure they felt cold and lifeless without you and your boyfriend on them!  Jager-Veronica",2015-10-05,2015-10-04
"@GlokLezner Hi! Thx for the RT! You've won 2 tickets to the show in Lincoln! Please DM us your full name, email, &amp; bday Jager-Jen",2015-10-05,2015-10-04
"@GlokLezner Hi Gus, you should be able to DM us now!  Send us your details when you get the chance, thanks!  Jager-Veronica",2015-10-05,2015-10-04
@farrahthomay That's one handsome boyfriend you have there!  Thank you for the love!  Jager-Veronica,2015-10-05,2015-10-04
"@iampartycarty Oh no, We're sorry to hear that! Thanks for letting us know though. Maybe next time! OWN-Jen",2015-10-05,2015-10-04
"@steve_yoyoyo Hi Steve thx for the RT! You've won 2 tix to the show in Lincoln! Please DM us your full name, email, &amp; bday Jager-Veronica",2015-10-05,2015-10-04
56 parts go into the making of every drop of Jägermeister. Our favorite part? Drinking it.,2015-10-05,2015-10-04
"@BigFoltz Hi Cody, drop us a line at",2015-10-05,2015-10-04
"RT @thisfellow: New post on This Fellow, on my time in Louisville with realjcreel.  @jagermeisterusa @timeoutnewyork…",2015-10-06,2015-10-04
"@srezz1 We're tweeting the upcoming shows daily, keep an eye out for them and good luck!  Jager-Veronica",2015-10-06,2015-10-04
"@srezz1 We're giving away tickets to Borgore, Lee Brice or Halestorm if you retweet our tweet for one of the dates coming up! Jager-Veronica",2015-10-06,2015-10-04
"@zholtgrewe1 I have your back, Zach!  Jager-Veronica",2015-10-06,2015-10-04
The perfect home for your Jägermeister bottle! Show us your ice-cold Jäger photos.,2015-10-06,2015-10-04
"@ViceroyBen Totally agree with GrrMondays! Hoping yours was not too bad. Thank you for the follow, Ben! Jäger-Jessica",2015-10-06,2015-10-04
"@JAG3RJAY Right? Always the best part. How do you like it? So many cocktails out there to mix it up with, it's hard to decide! Jäger-Jessica",2015-10-06,2015-10-04
"@GuruGrapher Hope you have a wonderful time, let us know how it goes!  Jager-Veronica",2015-10-06,2015-10-04
@GuruGrapher By far my fav of all the pictures. So glad you had an awesome time! Jäger-Jessica,2015-10-06,2015-10-04
"@Borgore Great new release ""Keep It Sexy"" -  Check it out today!",2015-10-06,2015-10-04
@sman1720 Happy to be celebrating with you! #VictoryDance - Jager-Veronica,2015-10-06,2015-10-04
Let your flag fly.,2015-10-07,2015-10-04
"@_glamyrandah Hi Myrandah thx for the RT! You've won 2 tix to the show in Mescalero! DM us your full name, email, &amp; bday Jager-Veronica",2015-10-07,2015-10-04
@AlanSemsar Hi Alan.  Thanks for reaching out regarding the LA Oktoberfest.  Are you looking for sponsorship?  Jager-Veronica,2015-10-07,2015-10-04
"@IsFavourite Hi thx the RT! You've won 2 tix to the show in Mescalero! Please DM us your full name, email, &amp; bday Jager-Veronica",2015-10-07,2015-10-04
"@antnhllmnn That's awesome, MooM! We're glad you enjoyed yourself! Jager-Fiona",2015-10-07,2015-10-04
"@Helltweetos Wowzers!  Thanks for representing us up there at the peak!  Definitely a high point for us, we feel honored!  Jager-Veronica",2015-10-07,2015-10-04
@R003V3L7 It'll taste extra special once you've missed it all week!  Then we can celebrate payday together!  Jager-Veronica,2015-10-07,2015-10-04
"""Siri, order me a shot of Jägermeister."" ""Sure, but only if I can have one too.""",2015-10-08,2015-10-04
@devindunlap I bet you see some amazing cars on valet duty! I am rather jealous. Thank you for the retweet and the follow! Jäger-Jessica,2015-10-08,2015-10-04
RT @rickmonroe: Look at how frosty that bottle is! @JagermeisterUSA @973NASH  #jagermusic #GreatMindsDrinkAlike #radiotour,2015-10-08,2015-10-04
@devindunlap You have covered it already by retweeting the status! A winner will be selected soon. Best of luck! Jäger-Jessica,2015-10-08,2015-10-04
@hawk_nancy A winner was picked for Indy already. If there's another one you can get to be sure to retweet for a chance to win Jäger-Jessica,2015-10-08,2015-10-04
@AlanSemsar Please drop us a line at,2015-10-08,2015-10-04
"@ronald_mccallum Hi Ronald thx for the RT! You've won 2 tix to the show in Memphis! DM us your full name, email, &amp; bday Jager-Veronica",2015-10-08,2015-10-04
RT @leebrice: The best seat in the house…,2015-10-08,2015-10-04
@onebyonepodcast Drop us a line at,2015-10-08,2015-10-04
"@BrianTRFB Hey Brian, you can find them here, enjoy!",2015-10-08,2015-10-04
RT @superlatinashow: #Dallas estoy más que lista para celebrar #SinIgual con @JagermeisterUSA! RSVP,2015-10-09,2015-10-04
@t0rres_90 I'm hoping those custom cocktails have changed your mind about Jagermeister?!,2015-10-09,2015-10-04
@artdamage303 Very nice! Will you get a chance to use it soon? Jäger-Jessica,2015-10-09,2015-10-04
@howely That is probably the best time of day and even more so on a Friday. Cheers to a great weekend! Jäger-Jessica,2015-10-09,2015-10-04
"@hawk_nancy That's not part of our tour, Nancy, sorry. We will tweet additional statuses for retweeting as the dates come up! Jäger-Jessica",2015-10-09,2015-10-04
@CHUPE911 Have a great time you two! Cheers! Jäger-Jessica,2015-10-09,2015-10-04
"@JennaPottruff I can tell you, it was in no way as good as yours. Cheers! Jäger-Jessica",2015-10-09,2015-10-04
"@Log44 Hi Jeremy! thx for RTing our tweet! You've won 2 tix to the show in Memphis! Please DM us your full name, email, &amp; bday Jäger-Jessica",2015-10-09,2015-10-04
@raulsolisglez thank you for celebrating with us. Hope you had fun!,2015-10-09,2015-10-04
Who's gettin' funky tonight?  #JägerUp,2015-10-09,2015-10-04
@ElaineLafon @superlatinashow thank you for celebrating with us!,2015-10-09,2015-10-04
"RT @ColectivaLatina: Come join our influencers at the #SinIgual VIP Party in Dallas, TX  tomorrow October 8 at 8 PM at the  Hickory... http…",2015-10-09,2015-10-04
"The Blonde: Nice to look at, better to drink. #JagerUp #Jager",2015-07-13,2015-07-12
Enter for a chance to win the trip of a lifetime by sharing your #JagerChill photos!,2015-07-13,2015-07-12
RT @Liquor: Surprise! @JagermeisterUSA stars in these grown-up drinks:,2015-07-13,2015-07-12
"Who doesn’t love a karaoke night? Grab your friends, some Jäger &amp; sing your heart out. #JagerChill #JagerUp",2015-07-15,2015-07-12
@demwalls Check out our recipe guide:,2015-07-15,2015-07-12
Check out #Jager artist @ClarkManson and his new single ‘Track 9’,2015-07-16,2015-07-12
"@bri_1610 Wow, love the ink! #truefan",2015-07-16,2015-07-12
@th3_butler thanks for the feedback. we'll make sure they're all fastened well,2015-07-16,2015-07-12
@AlexWaelde hi there. thanks for your inquiry. at this time we are not. send us a DM tho so we can have your info!,2015-07-16,2015-07-12
@BelichkFuxYaHoe new gift pack this coming holiday season! shot glasses!,2015-07-16,2015-07-12
.@leebrice fall tour is looking real good! #JagerMusic,2015-07-16,2015-07-12
@akajdic5 Our secret recipe should be enjoyed by all! #cheers,2015-07-16,2015-07-12
Love your bartender? Buy yours a  shot of Jäger tonight. #JagerUp,2015-07-18,2015-07-12
@RobDxwg_ An icy shot of Jäger might taste pretty good Robert. Give it a try. Jäger-Rob,2015-07-18,2015-07-12
@ema_Honestly Sometimes good things come in BIG packages! Thanks for the shout out Ema! Jager-Fiona,2015-07-18,2015-07-12
One shot for you &amp; one shot for Friday. #JagerUp,2015-07-18,2015-07-12
@AlexWaelde sorry for the troubles with the DM tool. please send an email to info@sidneyfrank.com,2015-07-20,2015-07-19
RT @IQ_mag: Country star @leebrice partners with @JagermeisterUSA for 'Jagermeister Presents: Lee Brice' country concert series,2015-07-20,2015-07-19
#BTS from the making of the @YELLOWCLAW #airjagertour video,2015-07-20,2015-07-19
Jäger Crush(ed it),2015-07-20,2015-07-19
@Beagsbolts Looks like you're having a great time. Enjoy! #JagerChill Jager-Rob,2015-07-20,2015-07-19
@kiera141718 Is that your favorite combo Sarah? #JagerChill. Jager-Rob,2015-07-21,2015-07-19
@fuzzieconnies We'd be happy to send some swag your way. DM us with your contact details. Thanks. Jager-Melinda,2015-07-21,2015-07-19
@RJsTobaccoRoad We think so too. Who could ask for anything more? Jager-Rob,2015-07-21,2015-07-19
#JagerChill challenge: Grab your friends for a bar crawl. Use a Jäger bottle as your beacon to lead the crowd.,2015-07-21,2015-07-19
Do you #tango?,2015-07-22,2015-07-19
Want to win a chance to go to the @IcelandAirwaves Festival? Submit a photo using #JagerChill,2015-07-23,2015-07-19
RT @Buygore: #TBT to that one time we threw a tour your mother warned you about,2015-07-23,2015-07-19
@bitbyafox @GuinnessUS @clinton_kelly sounds like the perfect way to cool down on a hot summer's day! Jager-Jen,2015-07-23,2015-07-19
"A must-try, courtesy of @bitbyafox",2015-07-23,2015-07-19
@Bouffdog @JagerUK WOW.,2015-07-23,2015-07-19
"@FamilyMan1985 We love that you love it, Jeffrey! Jäger-Fiona",2015-07-24,2015-07-19
"@Cathleen_Ming Great pic, Cathleen! Awesome way to chill! Jäger-Fiona",2015-07-24,2015-07-19
Weekend essentials!,2015-07-24,2015-07-19
"Turn up the volume on your speakers, and enjoy this drink -",2015-07-26,2015-07-26
@Tlstaiger What a great spot to enjoy the afternoon Tracy. Have fun! Jager-Rob,2015-07-26,2015-07-26
"From rock to rap to indie, we raise ice cold shots to good music – everywhere, all the time. #MusicMonday",2015-07-27,2015-07-26
@SprungMusic Sounds like you have the all the makings of a great night in August!! Jager - Jessica,2015-07-27,2015-07-26
Share your fun-in-the sun pics using #JagerChill for a chance to win the trip of a lifetime!,2015-07-28,2015-07-26
@AnthonyOrio First NYC show?! That is awesome! I know you will have an amazing time. Jager - Jessica,2015-07-28,2015-07-26
"@RyanGibson_96 Sadly, not yet, but we will be there waiting for you when Friday comes!  Jager - Jessica",2015-07-28,2015-07-26
#HumpDay for the win!,2015-07-29,2015-07-26
Change up your #ThirstyThursday with a spur of the moment party! Invite your neighbors &amp; toast to the weekend countdown. #JagerChill,2015-07-30,2015-07-26
RT @chilledmagazine: Forget Shooters: @JagermeisterUSA Makes Awesome Cocktails &gt;&gt;,2015-07-30,2015-07-26
"@chilledmagazine Thanks for the love. Need ""The Calm Before"" mixed up for us right now!",2015-07-30,2015-07-26
@NicJaMberg @StrlightSquires Nice!!!,2015-07-30,2015-07-26
@scottronayne Yes! I completely agree. The perfect digestif. Jäger - Jessica,2015-07-31,2015-07-26
@NotTheFakeJWILL Travel can be a real pain! Glad we can help make it a little easier. Jäger - Jessica,2015-07-31,2015-07-26
@JIGSAW420 What an awesome evening spent in good company!  Please don't let it just be once in a blue moon! #jagerchill - Jager-Veronica,2015-07-31,2015-07-26
@th3_butler It's Friday - sounds like the perfect time to #jagerchill with us!  We'll be waiting!,2015-07-31,2015-07-26
@Chris3788 Now that sounds like a great way to end the day! Jäger - Jessica,2015-07-31,2015-07-26
"Cinnamon, (vanilla) spice &amp; everything nice.",2015-07-31,2015-07-26
@th3_butler That's awesome! Glad we can hang out with you tonight. Happy Friday! Jäger - Jessica,2015-08-01,2015-07-26
Why is there no emoji of a chilled shot of #Jager?,2015-08-01,2015-07-26
"@Barlow_Aimee No stickers at the moment, but how about a shirt and lanyard? DM us your contact information! Jäger - Jessica",2015-08-01,2015-07-26
@Natty_Light18 Will we be invited to the wedding too?!  Hope you had a great party! Jager-Veronica,2015-08-01,2015-07-26
"@LordEstaban33 since @th3_butler is doing the pick up, would say it's up to him but we would love to hang out with you too! Jäger - Jessica",2015-08-01,2015-07-26
"@howely Nice and simple: equal parts Jägermeister and Bloody Mary Mix, celery garnish and pepper to taste!  Hope you enjoy! Jager-Veronica",2015-08-02,2015-08-02
"@Barococo_DD Awesome, looks like all of the essentials are covered. Jager-Rob",2015-08-02,2015-08-02
@itsmet0mmy Close! Our house wine is #Jager,2015-08-02,2015-08-02
@itsmet0mmy totally could. We like the way you think!,2015-08-02,2015-08-02
@demwalls Working on it! -JagerChris,2015-08-02,2015-08-02
"Making #brunch better, one #Jager Mary at a time. #JagerUp",2015-08-02,2015-08-02
@The_GreenFlag Looks like all you need for a great one! Jager-Rob,2015-08-02,2015-08-02
"@cchavaa_lcls Delightful, isn't it? Jager-Rob",2015-08-02,2015-08-02
"@FunnyEmojisApp You got it. Together, we will fix this emoji issue! -JagerChris",2015-08-02,2015-08-02
"@DjPatrickJager What a great turn out Patrick, hope everyone had a blast. Jager-Rob",2015-08-02,2015-08-02
@K_Clouts Wow! Now that takes some serious skill! Pretty sure I would break something. Jäger - Jessica,2015-08-03,2015-08-02
@bubba_bok Looks like a great combo! Jager-Rob,2015-08-03,2015-08-02
Expand your horizons,2015-08-04,2015-08-02
Tuesday nights never looked so fun.,2015-08-04,2015-08-02
@Barococo_DD What a delicious cocktail!  Jager-Rob,2015-08-04,2015-08-02
"@JodyWyman Now that's quite a collection Jody, is it from before or after the party? Jager-Rob",2015-08-04,2015-08-02
RT @cocktails: You’ll love @JagermeisterUSA in these craft cocktails:,2015-08-04,2015-08-02
"@SgtSleaze We couldn't agree more, it's our favorite too! Jager-Rob",2015-08-04,2015-08-02
@dak_whi Love that first purchase pic! Welcome to the Jäger family. Jäger - Jessica,2015-08-05,2015-08-02
@Sbengler Talk about up close and personal! This is a fantastic pic. Enjoy yourself out there! Jäger - Jessica,2015-08-05,2015-08-02
@th3_butler Thanks for all your support! DM us your information and we will get something to you. Jäger - Jessica,2015-08-05,2015-08-02
@Crispy1438 Happy belated birthday and thanks for the follow! Jäger - Jessica,2015-08-05,2015-08-02
"Let's go!! @Halestorm, it's gonna be wild!",2015-08-06,2015-08-02
Want to win a chance to go to the @IcelandAirwaves Festival? Post a photo using #JägerChill,2015-08-06,2015-08-02
"@GEORGEMONTOYA Mmmm! Yes, lets!  Jäger - Jessica",2015-08-06,2015-08-02
