tweet,date,weekStarting
RT @maxnosleeves: I'm at a bar crawl with @CaptainMorganUS and it's as cool as it sounds #cannonblastcrawl #twins,2015-10-17,2015-10-11
Doing a final checkup before the first shot. Watch it live at 6pm ET on,2015-10-17,2015-10-11
Hello Orlando! I bring #CannonBlast shots &amp; a human cannonball... cuz that's how I bring the boom. #CannonBlastCrawl,2015-10-17,2015-10-11
"Casual Saturday with my crew, some #CannonBlast shots &amp; a giant cannon. This party will be epic. #CannonBlastCrawl",2015-10-17,2015-10-11
Wish you were here? You can be. Watch the #CannonBlastCrawl live NOW:,2015-10-17,2015-10-11
One good #CannonBlast shot deserves another. #CannonBlastCrawl #HashtagBoom,2015-10-18,2015-10-18
Launched the shot to end all shots... with a shot. Watch a human cannonball lead the #CannonBlastCrawl thru the air.,2015-10-19,2015-10-18
Thanks to @Sneakhype for capturing all the epicness of the #CannonBlastCrawl this past weekend. Watch it here:,2015-10-20,2015-10-18
"Anyone can be a Guitar Hero, do you have what it takes to be a Guitar Captain? Go #FullCaptain.",2015-10-20,2015-10-18
"If you've traveled from 1985, welcome. Now let's get you a drink.",2015-10-21,2015-10-18
Go #FullCaptain today but don’t drink and hoverboard.,2015-10-21,2015-10-18
"If you’ve just arrived from 1985, quick tip: hoverboards don’t work on water.",2015-10-21,2015-10-18
"Going out tonight? Me too! And tonight, there's room for more than one Captain. Go #FullCaptain.",2015-10-22,2015-10-18
"They have their instant replay, I have mine. #HashtagBoom #CannonBlast",2015-10-22,2015-10-18
Last minute Halloween idea… Go #FullCaptain.,2015-10-23,2015-10-18
This shot goes well with or without pumpkin. #CannonBlast #HashtagBoom,2015-10-23,2015-10-18
Dress like me for #Halloween and you’ll see why I dress like me.,2015-10-24,2015-10-18
Always pass (to) the Captain.,2015-10-24,2015-10-18
"The real winner today was football. And of course, your rum mixer.  Try the Team Captain:",2015-10-25,2015-10-25
"You look like you need a Pumpkin Spiced Latte. By “pumpkin” I mean “original” and by “latte”, I mean “rum.”",2015-10-25,2015-10-25
?Make it a night you'll remember. Know when to cease fire. #DrinkResponsibly,2015-10-26,2015-10-25
#CannonBlast at last call? I call that a buzzer beater. #HashtagBoom,2015-10-28,2015-10-25
Anyone can be the real MVP. Do you have what it takes to be the real Captain?,2015-10-28,2015-10-25
"This season, think of me as a point guard, I’m all about you getting good shots. #HashtagBoom #CannonBlast",2015-10-28,2015-10-25
This is my campaign slogan... Go #FullCaptain. #GOPDebate,2015-10-29,2015-10-25
"Normally this goes #HashtagBoom, tonight it goes #HashtagBoo! #CannonBlast",2015-10-29,2015-10-25
Good costumes choose you… Go #FullCaptain this #Halloween.,2015-10-29,2015-10-25
I know it's unusual but surely this could be decided with a dance-off. #GOPDebate,2015-10-29,2015-10-25
I'll support whichever candidate can bring unity to the hashtags. #GOPDebate  #RepublicanDebate #RepDebate,2015-10-29,2015-10-25
"Seriously though, what are these guys going to do about extending Happy Hours? #GOPDebate",2015-10-29,2015-10-25
"Your costume should say something about you. Something like, “I got this.” Go #FullCaptain. #HappyHalloween",2015-10-30,2015-10-25
It’s hard not to respect a dress up party that’s been turned into a holiday. #HappyHalloween,2015-10-30,2015-10-25
Halloween should leave you shaken and stirred. Go #FullCaptain.,2015-10-30,2015-10-25
It’s #Halloween. Time to put on your game face and Captain up. Go #FullCaptain.,2015-10-31,2015-10-25
Best last minute costume idea: Person who got their costume idea from this tweet. Go #FullCaptain. #Halloween,2015-10-31,2015-10-25
"I want to salute everyone who ran the #NYCMarathon today, you’re now officially Captains! Go #FullCaptain.",2015-11-01,2015-11-01
"If you’re running the #NYCMarathon today, I have a shortcut for you. Go #FullCaptain.",2015-11-01,2015-11-01
I once ran a marathon in my mind. Didn’t spill a drop. Go #FullCaptain. #NYCMarathon,2015-11-01,2015-11-01
#CannonBlast is an automatic first down. #HashtagBoom,2015-11-01,2015-11-01
Go #FullCaptain like no one is watching…,2015-11-02,2015-11-01
You can tell a lot about someone by their name. Go #FullCaptain.,2015-11-03,2015-11-01
You don’t need words of encouragement to go #FullCaptain but in case you do ? you got this.,2015-11-04,2015-11-01
The name’s Morgan. Captain Morgan.  Go #FullCaptain.,2015-11-06,2015-11-01
Know your role. Go #FullCaptain.,2015-11-06,2015-11-01
"Tonight, have a (Cannon)blast. #HashtagBoom #CannonBlast",2015-11-07,2015-11-01
I'm your Man Crush Monday's Man Crush. #MCM,2015-11-09,2015-11-08
You're entering the Captain's spin zone. #MakeAmericaFunAgain #GOPDebate,2015-11-11,2015-11-08
"There are two ways to treat tonight, the wrong way or the go #FullCaptain way.",2015-11-12,2015-11-08
I’m sorry but... this pun is terra-bull. Go #FullCaptain.,2015-11-12,2015-11-08
#FullCaptain is how I roll.,2015-11-15,2015-11-15
Always maintain eye contact. Go #FullCaptain.,2015-11-16,2015-11-15
I support everyone trying to look like me this month. You're all Captains.,2015-11-18,2015-11-15
Behind every great captain there’s a great Captain. Go #FullCaptain.,2015-11-18,2015-11-15
"This year, make Thanksgiving a blast. #CannonBlast #HashtagBoom",2015-11-19,2015-11-15
"It’s Friday! Or as I call it, ""the week’s first and goal.""",2015-11-20,2015-11-15
Try a delicious #TeamCaptain. It's a touchdown in a glass. Go #FullCaptain.  More recipes at,2015-11-21,2015-11-15
"Normally I’d bet on #Devils, but #Cats are pretty mean. Go #FullCaptain.",2015-11-21,2015-11-15
Don’t be a turkey this Thanksgiving. Drink responsibly.,2015-11-22,2015-11-22
"This Sunday on @Spike, check out my delicious 'Maize Runner' on a new episode of #BarRescue at 10/9c.",2015-11-23,2015-11-22
Don’t trip down memory lane on a Tuesday night. Go #FullCaptain and dance.,2015-11-25,2015-11-22
It’s hard not to love a holiday that promotes going #FullCaptain on a Wednesday night.,2015-11-25,2015-11-22
Think of Wednesday night as the fun before the storm. Go #FullCaptain. #Thanksgiving,2015-11-25,2015-11-22
"Let's face it, when it comes to fun, you're more in synch with your friends. Go #FullCaptain. #Friendsgiving",2015-11-25,2015-11-22
Give thanks this #Thanksgiving Eve with @uber rides. New users get $15 off their first ride with code GOFULLCAPTAIN.,2015-11-25,2015-11-22
"Tomorrow, give thanks for going #FullCaptain tonight.",2015-11-25,2015-11-22
"Thanksgiving turkey is good, Thanksgiving karaoke is great. Go #FullCaptain.",2015-11-25,2015-11-22
I've got Thanksgiving fever. Go #FullCaptain.,2015-11-26,2015-11-22
Cranberry sauce and Turkey go together like Captains and fun. Go #FullCaptain.,2015-11-26,2015-11-22
It’s called Thanksgiving because “The day after the night of having fun” is a bit wordy.,2015-11-26,2015-11-22
"If giving thanks for football is wrong, I don’t want to be right.",2015-11-26,2015-11-22
Hey it's Thanksgiving This meal is crazy But I'm a turkey So pour me gravy,2015-11-26,2015-11-22
"Tomorrow you have to deal with family, tonight you go #FullCaptain with friends.",2015-11-26,2015-11-22
,2015-11-27,2015-11-22
Had a #rivalry once with Blackbeard. Did you know he dyes his beard? #RivalryWeek Go #FullCaptain,2015-11-27,2015-11-22
I don't have #rivals. I have #rum. #football,2015-11-27,2015-11-22
Black Friday is a yearly reminder that not everyone has figured out online shopping.,2015-11-27,2015-11-22
Another day off is as sick as this dog. Go #FullCaptain.,2015-11-27,2015-11-22
"Go U beat state! Or Go State beat U! Or whatever result, let’s party!! #RivalryWeek Go #FullCaptain.",2015-11-27,2015-11-22
If there’s controversy at your pre-game party you can call it “Tailgategate.”,2015-11-28,2015-11-22
"Remember, #rivals are people too. People who made the wrong decision. #football",2015-11-28,2015-11-22
Fun at Thanksgiving? Let's talk Turkey. And shots.  #CannonBlast #HashtagBoom,2015-11-28,2015-11-22
"Everyone on my team is a Captain. Not going to lie, it makes the coin toss a real pain.",2015-11-29,2015-11-29
"Make this Thursday beta than last Thursday, go #FullCaptain. #tbt",2015-12-03,2015-11-29
"A football #champion will be crowned today. I don’t think they actually get a crown, but the winners can borrow my hat if they want.",2015-12-05,2015-11-29
Unlike hand tattoos you’ll never regret going #FullCaptain.,2015-12-06,2015-12-06
Don’t let a chalkboard dictate which hours are happy. Go #FullCaptain.,2015-12-08,2015-12-06
Sometimes a shot chooses you. #CannonBlast #HashtagBoom,2015-12-09,2015-12-06
"At the office party there are no bosses, only Captains. Go #FullCaptain.",2015-12-10,2015-12-06
"I’m a party animal, mineral and vegetable. Go #FullCaptain.",2015-12-11,2015-12-06
Remember to take a shot with your crew when you take a shot with your crew. #CannonBlast #HashtagBoom,2015-12-12,2015-12-06
"My fellow Americans, can we at least agree to #MakeAmericaFunAgain? #GOPDebate",2015-12-16,2015-12-13
Muscle in on a delicious shot. #HashtagBoom #CannonBlast,2015-12-16,2015-12-13
"I’m never in hot water, but occasionally I will be in a hot cocktail...",2015-12-17,2015-12-13
Beauty is on the inside. Especially when you’re dressed like this or in a bottle of my delicious rum.,2015-12-19,2015-12-13
#FullCaptain you Go. Fun you will have.,2015-12-19,2015-12-13
"O' Captain Tree, o' Captain Tree…",2015-12-20,2015-12-20
Captains know when to say party and when to say when. #DrinkResponsibly,2015-12-21,2015-12-20
Meet a shot of #CannonBlast under the mistletoe. #HashtagBoom,2015-12-22,2015-12-20
Even for Twitter Christmas Eve Eve Eve is a stretch...,2015-12-22,2015-12-20
"'Twas the Night Before Christmas and all through the boat, people were partying with the man in the red coat.",2015-12-24,2015-12-20
This is a wonderful time of the year for people who wear big red coats. Trust me.,2015-12-25,2015-12-20
"It’s #NationalThankYouNoteDay. Just leave mine at your local bar, I’ll pick it up later.",2015-12-27,2015-12-27
We’re all lead singers when we go #FullCaptain.,2015-12-29,2015-12-27
No plans? No worries. Just go #FullCaptain.,2015-12-30,2015-12-27
"This time of the year leaves me pleased as... well, you know. Go #FullCaptain. #NYE2016",2015-12-31,2015-12-27
There’s nothing offensive about this line. Go #FullCaptain.,2016-01-01,2015-12-27
"Be a Captain, not an anchor. #DrinkResponsibly",2016-01-04,2016-01-03
The people have chosen fun... Go #FullCaptain.,2016-01-07,2016-01-03
Award show hosts fire shots at the audience. Captains serve shots at the party. #HashtagBoom #CannonBlast,2016-01-11,2016-01-10
"Some win because of the coach, others because of the Captain. Go #FullCaptain.",2016-01-12,2016-01-10
"The time for talk is over, let’s arm wrestle this thing out. #MakeAmericaFunAgain #GOPDebate",2016-01-15,2016-01-10
#TCIF,2016-01-23,2016-01-17
I’m the official rum for #Gasparilla Pirate Fest. Gasparilla Pirate Fest is the official festival of me.,2016-01-23,2016-01-17
"When the ride gets bumpy, know when to cease fire. #DrinkResponsibly",2016-01-25,2016-01-24
Sometimes the best advice is the most annoying... #BeLike The Captain.,2016-01-25,2016-01-24
"To be fair, I've be riding #WAVES and wearing tight pantaloons longer than all of you.",2016-01-27,2016-01-24
"This winter has no chill, why should you? #ShotsNotShorts #CannonBlast #HashtagBoom",2016-01-28,2016-01-24
"When life gives you Captain, Go #FullCaptain.",2016-01-29,2016-01-24
Going to #Gasparilla? I'm giving away $20K worth of free @Uber_Florida rides. Enter code PIRATERESPONSIBLY. #Tampa,2016-01-30,2016-01-24
"Did You Know: If a Captain sees his shadow, it’s 6 more weeks of fun which is the same amount as if he doesn’t see his shadow. #GroundhogDay",2016-02-02,2016-01-31
Keep calm and Hurricane. @theCHIVE presents how to make the Captain Hurricane cocktail for #MardiGras:,2016-02-05,2016-01-31
"The #MorganMarch is on. Bourbon Street, I'm coming for you. Go #FullCaptain.",2016-02-06,2016-01-31
The #MorganMarch is taking over Bourbon Street! Watch it LIVE now. #MardiGras #FullCaptain,2016-02-06,2016-01-31
We can’t all be quarterbacks but we can all be Captains. Go #FullCaptain.,2016-02-07,2016-02-07
"Beads are earned, not given. #MorganMarch #MardiGras #FullCaptain",2016-02-07,2016-02-07
"'Twas the night before kickoff, we’ve watched the plot thicken. Now it is our time to have fun and eat chicken.",2016-02-07,2016-02-07
It’s hard to be impressed when we just watched puppies do the EXACT same thing.,2016-02-08,2016-02-07
Captains never go over the edge. #BeACaptainNotAnAnchor,2016-02-08,2016-02-07
"That’s it, I’m changing my name to Peytain Morgan.",2016-02-08,2016-02-07
Needs more Left Shark. #HalftimeShow,2016-02-08,2016-02-07
When everyone at the party is more interested in the commercials than the game...,2016-02-08,2016-02-07
"I don't like to play favorites, but #MardiGras is my favorite. Geaux #FullCaptain.",2016-02-09,2016-02-07
This is one Hurricane you want to look in the eye: The Captain Hurricane. #MardiGras,2016-02-10,2016-02-07
"Use your head, enjoy a Frosty. #CannonBlast #HashtagBoom",2016-02-13,2016-02-07
"Music award shows always remind me how much I have in common with rappers, we wear big coats, we love to party, we call our friends crew...",2016-02-16,2016-02-14
"Me: I want something that says ""I Go #FullCaptain"". Barber: Say no more.",2016-02-19,2016-02-14
"When you're a Captain, the party line involves one thing. The Conga.",2016-02-19,2016-02-14
You could buy sneakers from you-know-who or you could buy rum from someone who’s never yelled at Tay-Tay.,2016-02-19,2016-02-14
"Take a shot if you still have an egg as your avatar. Take a shot if you don't. In short, let's take a shot! #HashtagBoom #CannonBlast",2016-02-25,2016-02-21
Your glass is never half empty if you're going #FullCaptain.,2016-02-26,2016-02-21
"When it comes to your night out, I’m more than happy to have a supporting role.",2016-02-29,2016-02-28
This Spiced and Stormy cocktail goes out to anyone who still checks for Frank when the train arrives.,2016-03-04,2016-02-28
Always designate a driver. Captain’s orders.,2016-03-07,2016-03-06
"From one Captain to another, congratulations Sheriff.",2016-03-07,2016-03-06
Today marks the start of three weeks of your friends pretending to be basketball experts.,2016-03-13,2016-03-13
"Tune into @Spike tonight at 9/8c for a new episode of #BarRescue and my tasty cocktail, the Strawberry Squeeze!",2016-03-14,2016-03-13
"Tune into @Spike this Sunday at 9/8c for a new episode of #BarRescue and new cocktail, Jumping the Shark!",2016-03-21,2016-03-20
RT @Spikeball: .@CaptainMorganUS goes #FullCaptain with #Spikeball! #Jointhemovement,2016-03-30,2016-03-27
RT @thatgirlondeck: The Captain sent some serious booty - thank you!! ?? (happy hour might have to start a lot earlier today),2016-04-01,2016-03-27
@thatgirlondeck A Captain always takes care of his crew! #HashtagBoom,2016-04-01,2016-03-27
Tune into #BarRescue on @Spike at 9/8c for a new cocktail the Tag Team!,2016-04-11,2016-04-10
Geared up for the home opener? I’m giving away $15k worth of @Uber_CHI ride vouchers. Enter code HOMECAPTAIN.,2016-04-11,2016-04-10
Watching the game in Wrigleyville? Enter code HOMECAPTAIN in your @Uber_CHI app for a $15 ride voucher.,2016-04-11,2016-04-10
"RT @Uber_CHI: In Wrigley for the home opener? Enter code HOMECAPTAIN for $15 off your ride home, courtesy of @CaptainMorganUS.",2016-04-11,2016-04-10
".@bohnes Share the wealth, that’s what my dad taught me. He also taught me “steal the wealth”...he was a pirate.",2016-04-15,2016-04-10
1.5 oz Captain Morgan Original Spiced Rum 5 oz lemonade One lemon wedge  Best served cold as ice. #LEMONADE,2016-04-25,2016-04-24
.@girlwithnojob Just heard the news! Channel your inner Captain tonight and all will be fine. #WWHL,2016-04-27,2016-04-24
You’re welcome @COED! I can't have my crew not keeping it cool this summer.,2016-05-25,2016-05-22
@maxnosleeves Nice! I can't have my crew not keeping it cool this summer.,2016-05-25,2016-05-22
"Full disclosure, @ethandhuyvetter, I’m married to the sea so maybe we should just stay friends.",2016-06-03,2016-05-29
@jonbrodo17 There’s plenty more fish in the sea but only one Captain on Tinder.,2016-06-03,2016-05-29
@kenziemontague I think that this could be the start of a beautiful friendship.,2016-06-03,2016-05-29
"I think that this could be the start of a beautiful friendship, @C_Bradford94.",2016-06-03,2016-05-29
@_xoxocaseyy If only I wasn’t married to the sea…,2016-06-03,2016-05-29
"Congratulations to the @penguins you've always been Captains, now you're Champions! #Penguins",2016-06-13,2016-06-12
RT @Letang_58: Thanks @CaptainMorganUS for the donation,2016-06-17,2016-06-12
"Well, @Letang_58 what’s the point of a cup if there’s nothing to fill it?",2016-06-17,2016-06-12
#GrowingUpWithMyName means I get to pick the teams.,2016-06-28,2016-06-26
@danshurtz You know I'm ready.,2015-03-15,2015-03-15
I LOVE MARCH.,2015-03-15,2015-03-15
It's bracket time.,2015-03-15,2015-03-15
Captain and cola's better be on LA and Texas tonight.,2015-03-15,2015-03-15
"Captain Morgan &amp; St. Patrick’s Day. A kinship celebrated one way and one way only, by dropping a shot into a beer.",2015-03-17,2015-03-15
"When the game’s on the line, you better make sure your lineup is nothing short of spectacular. #ThirstyThursday",2015-03-19,2015-03-15
Looks like we've got a battle on our hands here. Never underestimate a team that sounds like a winter’s storm.,2015-03-19,2015-03-15
@McMullzz Get some delicious inspiration here:,2015-03-19,2015-03-15
RT @scottmelker: Introducing the Captain Morgan Flavors Mix at #uproxxhouse last night. I'm corporate y'all! #SXSW,2015-03-20,2015-03-15
This game is so good I can taste it. And it tastes like rum. My rum.,2015-03-20,2015-03-15
"@LoochGotYou Well, I've got Captain Morgan Rum of course.",2015-03-20,2015-03-15
"Ahhh, the #firstdayofspring. Which means we can stop complaining about winter &amp; start drinking fun drinks again.",2015-03-20,2015-03-15
Ohhhhh great shot. Reminds me of another great shot. A shot of Captain Morgan Rum.,2015-03-23,2015-03-22
@had2bthere Great use of the actual drink name. Approved.,2015-03-23,2015-03-22
"So many monster dunks, so little time to refill my ice cold Captain &amp; Cola. What's your game time drink of choice?",2015-03-23,2015-03-22
"Congrats to the remaining 16 teams. And if your bracket isn’t busted yet, have a Captain &amp; cola, you’ve earned it.",2015-03-24,2015-03-22
"Only fresh lime wedges can get to the rim. However, all other garnishes can come to THE BLOCK PARTY. #ThirstyThursday",2015-03-26,2015-03-22
Come on down to the Sandbar in MIA tomorrow. I let the Morganettes borrow my ship. Ok it's a speedboat. #CaptainsTour,2015-03-27,2015-03-22
Let’s all raise a glass to the 8 teams still alive. May your road to victory be as smooth as I am.,2015-03-28,2015-03-22
Sundays in March were made for rallying. So grab some rum and let's get this adventure started already. #CaptainsTour,2015-03-29,2015-03-29
"It always feels great earning 3 the hard way. In fact, you just earned an And 1 yourself. #ThirstyThursday",2015-04-02,2015-03-29
Tonight we all party like champions. And champions party like this:,2015-04-07,2015-04-05
The best thing about spring is all the BURIED TREASURE you can finally enjoy. Get it? Yeah you do. #ThirstyThursday,2015-04-09,2015-04-05
Meet the three new delicious additions to my crew and start preparing for the tastiest summer of your life.,2015-04-14,2015-04-12
"My favorite time of day you ask? Why it's FROM DUSK TILL DAIQUIRI, of course. It should be yours too. #ThirstyThurday",2015-04-16,2015-04-12
Get some rum and get after it.,2015-04-17,2015-04-12
Three cheers to the Captains of the @NHL who make me proud to be called a Captain.,2015-04-17,2015-04-12
"Watch out summer, the fiercest member of my crew @ChrissyTeigen has 3 new flavors. Delicious... #SunsOutRumsOut",2015-04-23,2015-04-19
RT @chrissyteigen: I'm Paquita Pantalones &amp; you need to watch my new @CaptainMorganUS video!,2015-04-23,2015-04-19
"RT @Kreggster: I just saw the hashtag #SunsOutRumsOut. Welp, found my summer motto! ? #CaptainMorgan",2015-04-23,2015-04-19
Slice open your Saturday with @chrissyteigen and some pineapple rum. #SunsOutRumsOut,2015-04-25,2015-04-19
Start a new tradition: #SundayRumday. #SunsOutRumsOut,2015-04-26,2015-04-26
"No more “tequila-y” Palomas. A delicious, rum-based Palomaloha is perfect for #CincoDeMayo. #ThirstyThursday",2015-04-30,2015-04-26
Me AND my pirate ship will be taking over #SunFestFL. Which means summer starts immediately. #SunsOutRumsOut,2015-05-01,2015-04-26
RT @KaraFranker: Hanging out today in #WestPalmBeach at @SunFestFL with @CaptainMorganUS ? #SunsOutRumsOut,2015-05-02,2015-04-26
"To celebrate tonight’s big match, mix up a round for the crew that's a sure hit. #SunsOutRumsOut",2015-05-02,2015-04-26
RT @KaraFranker: The Captain has arrived to #SunFestFL! #SunsOutRumsOut @CaptainMorganUS,2015-05-03,2015-05-03
"Just add Captain Morgan Grapefruit Rum to Mexico’s favorite cocktail and boom, a #SunsOutRumsOut #CincoDeMayo.",2015-05-05,2015-05-03
Set those blenders to delicious because Piña Thunder’s here and it’s damn good. #SunsOutRumsOut #ThirstyThursday,2015-05-07,2015-05-03
"This Mother’s Day, give her the gift she’s always wanted, me. #HappyMothersDay",2015-05-10,2015-05-10
"Summer is coming in like woah, like Woahito. #SunsOutRumsOut",2015-05-14,2015-05-10
It has arrived...,2015-05-15,2015-05-10
Drink Responsibly. Captain's Orders.,2015-05-17,2015-05-17
Getting ready for #MemorialDayWeekend with my mate @ChrissyTeigen. So many tasty drinks for the crew! #SunsOutRumsOut,2015-05-20,2015-05-17
.@GabyOlya can you let me know before the next crew shot? I was busy mixing up the cocktails.,2015-05-20,2015-05-17
"@fitnspicy Fun fact: my rum makes summer come around faster, so it should be hitting Minnesota in no time. #SunsOutRumsOut",2015-05-20,2015-05-17
"This is the only way I do poolside. If the sun's out, the rum's out. #SunsOutRumsOut",2015-05-21,2015-05-17
.@ChrissyTeigen making my favorite cocktail like a true Captain... 'The Shark Puncher.' #SunsOutRumsOut,2015-05-22,2015-05-17
RT @chrissyteigen: Can't wait to prepare some amazing @CaptainMorganUS cocktails for friends! #sunsoutrumsout #enjoyresponsibly #spon,2015-05-24,2015-05-24
RT @KLMcBroom: Party like a pirate this #MemorialDay weekend with this rum punch featuring @CaptainMorganUS!,2015-05-26,2015-05-24
Don’t have a summer bae yet? Well now you do. #AllBaeEveryBae #BrandsSayingBae #SunsOutRumsOut,2015-05-28,2015-05-24
See important message below.,2015-05-29,2015-05-24
Drink responsibly. Captain’s orders.,2015-05-31,2015-05-31
Be nice to summer and summer will be nice to you. #SunsOutRumsOut #ThirstyThursday,2015-06-04,2015-05-31
"We're getting a head start on this weekend. Several really handsome, oversized head starts.",2015-06-05,2015-05-31
Drink responsibly. Captain's orders.,2015-06-07,2015-06-07
OS X might be the new “El Capitan” but I’ll be THE El Capitan forever. #WWDC15,2015-06-08,2015-06-07
Too close to call. Where do you stand? #StanleyCup,2015-06-09,2015-06-07
"A summer fever is never fun, unless it's a delicious one. #ThirstyThursday #SunsOutRumsOut",2015-06-11,2015-06-07
The weekend is almost here. Greet it with open arms. And rum. #CaptainsTour,2015-06-12,2015-06-07
Drink responsibly. Captain's orders.,2015-06-15,2015-06-14
"Sweet, sweet victory. Congratulations, Chicago. #StanleyCup",2015-06-16,2015-06-14
RT @RickStockley: @pwilliamsNHL - The real Captain peeking from behind the cup was awesome! @CaptainMorganUS,2015-06-17,2015-06-14
"If the sun's out, the rum's out. That's all, that's it. Now go get Freaki already. #ThirstyThursday #SunsOutRumsOut",2015-06-18,2015-06-14
Happy #FathersDay. Have fun mowing your own lawn.,2015-06-21,2015-06-21
The #4thofJuly is right around the corner. Also right around the corner? A place you can go buy Captain Morgan Rum.,2015-06-25,2015-06-21
"Hey America, time to stock up for your birthday with some delicious Captain Morgan Flavors.",2015-06-26,2015-06-21
Don’t forget to add an ounce or two of freedom to your Flavors cocktail this #4thofJuly. #SunsOutRumsOut,2015-06-27,2015-06-21
I’m so excited to celebrate the #4thofJuly and America that I’m starting right now. By drinking. Care to join me?,2015-06-28,2015-06-28
Free yourself from the shackles of beer this #4thofJuly &amp; choose the Captain. #SunsOutRumsOut,2015-06-29,2015-06-28
Time to stock up for a long weekend of celebrating America. So get some Captain Morgan Flavors and let's be great Americans together.,2015-07-01,2015-06-28
America + Captain Morgan = best #4thOfJuly of all time.,2015-07-02,2015-06-28
"All red, white &amp; blue everything. #4thOfJuly",2015-07-03,2015-06-28
Tomorrow is America's birthday. Let us begin the celebration immediately. #4thOfJuly #SunsOutRumsOut,2015-07-03,2015-06-28
TGIF... Thank goodness it's FIREWORKS. #4thOfJuly,2015-07-03,2015-06-28
"Are those fireworks I'm hearing? Nope, just Piña Thunder. #4thOfJuly #SunsOutRumsOut",2015-07-03,2015-06-28
Add some Flavors to your #4thOfJuly party. What kind of Flavors you ask? Great question. #SunsOutRumsOut,2015-07-03,2015-06-28
I love the smell of independence in the morning. #4thOfJuly,2015-07-04,2015-06-28
Coming in cool this #4thOfJuly LIKE WOAH. LIKE WOAHITO. #SunsOutRumsOut,2015-07-04,2015-06-28
"Happy Birthday, America. Now let's raise a glass in the name of independence, shall we? #4thOfJuly",2015-07-04,2015-06-28
"Go on and get your eagle on, America. #4thOfJuly #SunsOutRumsOut",2015-07-04,2015-06-28
Let’s make a deal. We only binge watch 90s sitcoms during the summer when it rains and we do it TOGETHER. Deal? Deal.,2015-07-06,2015-07-05
"The only acceptable way to wear my white rum. Otherwise, keep in the cocktail. #SunsOutRumsOut",2015-07-08,2015-07-05
I haven’t been this excited for #Sharks since I invented my rum. So you should probably drink my rum and get excited this week too.,2015-07-09,2015-07-05
"Did you know that ""having a blast"" is actually spelled T-O-N-I-G-H-T?",2015-07-09,2015-07-05
