tweet,date,weekStarting
@mjohnsonjr Hey Michael- Drop us a DM.,2014-07-23,2014-07-20
"It’s #NationalTequilaDay, but we’re grabbing the gin! Check our take on the margarita w/ Seagram's Lime Twisted Gin!",2014-07-24,2014-07-20
.@official_flo = Family.,2014-07-25,2014-07-20
Keep it smooth. #SeagramsGin remixes your lemonade.,2014-07-26,2014-07-20
It's not too late to #TurnUp the weekend.,2014-07-27,2014-07-27
#MotivationMonday,2014-07-28,2014-07-27
Poolside? Don't forget your favorite #SeagramsGin.,2014-07-30,2014-07-27
@britnybutrflyz Thanks for the S/O!,2014-07-30,2014-07-27
#TBT - We loved turning up with the #LadiesofSG at #BETWeekend. @Conchedia @281cognacbeauty @PlanetLaNea,2014-07-31,2014-07-27
Get ready to #TurnUp with the crew and mix up this #SeagramsGin Twisted Hurricane.,2014-08-02,2014-07-27
"Don't forget to check out Miss August w/ your #Ginsider app. Give @tiffyspinkworld from Charlotte, NC some love!",2014-08-02,2014-07-27
Invite some friends over and mix up our famous Twisted Watermelon Keg and celebrate #WatermelonDay right!,2014-08-03,2014-08-03
#MotivationMonday,2014-08-04,2014-08-03
.@PlanetLaNea is hitting the beach with #SeagramsGin. Will you?,2014-08-06,2014-08-03
@PlanetLaNea #LookinGood! Put us on that beach NOW!,2014-08-06,2014-08-03
Who's ready for #ThirstyThursday?,2014-08-08,2014-08-03
Raise your glass. #SG,2014-08-09,2014-08-03
Suite Life? Sweet life.,2014-08-10,2014-08-10
"Step aside, vodka. You've met your #Twisted match.",2014-08-10,2014-08-10
#MotivationMonday,2014-08-11,2014-08-10
@Conchedia @divinesoul84 You ladies look fantastic. Thanks for the love and support!,2014-08-12,2014-08-10
@bOssy_LiL_thang Looks delicious!,2014-08-12,2014-08-10
#HumpDay and #LimeTwisted? Some things just go together.,2014-08-14,2014-08-10
The boys deserve the best. Show them what #SG is all about.,2014-08-15,2014-08-10
How are you serving up your #SeagramsGin this weekend?,2014-08-16,2014-08-10
.@MissFaren is all about the #TurnUp,2014-08-17,2014-08-17
Get at us. #SG,2014-08-18,2014-08-17
#MotivationMonday,2014-08-18,2014-08-17
Taste a sip of summer with #Seagrams #Ginders Lemonade on #LemonadeDay.,2014-08-20,2014-08-17
When bae shows up with something classic:,2014-08-21,2014-08-17
"Hot days, cool drinks. #SG",2014-08-22,2014-08-17
The #SG crew has arrived.,2014-08-24,2014-08-24
Just add tonic water.,2014-08-24,2014-08-24
#MotivationMonday,2014-08-25,2014-08-24
RT @Conchedia: MORNIN WORLD!!! Here's a #tb of me and the #LadiesofSG chillin in the hills of #Hollywood for Sean…,2014-08-27,2014-08-24
Have a seat and enjoy the #SG view.,2014-08-28,2014-08-24
#PineappleTwisted You've gotta try it.,2014-08-28,2014-08-24
This Singapore Bling takes #summertime chillin' to the next level. #SG,2014-08-30,2014-08-24
@PrintzBoard- Show some love &amp; help spread the word about the 2015 Calendar Model Search! -,2014-04-09,2014-04-06
RT @missfaren: #wcw The 2014 #ladiesofsg @glenntwins iammsnadia_k @love2luvbee #detroit #jackson #tampa #atlanta,2014-04-09,2014-04-06
"#WCW: The 2014 cover model, Erica (@281cognacbeauty) #Represent",2014-04-09,2014-04-06
"Let us know who you think should be one of the next #SeagramsGin Calendar Models, @missfaren! -",2014-04-09,2014-04-06
"@sheamoneyyy Peach Twisted! That's whats up, Shea.",2014-04-09,2014-04-06
RT @281cognacbeauty: #wcw #ladiesofsg wanna be a 2015  @seagramsginusa calendar girl? Submit your video to,2014-04-09,2014-04-06
#ThirstyThursday,2014-04-11,2014-04-06
Save the strain for your cocktails tonight.,2014-04-12,2014-04-06
"So, you want to be a #SeagramsGin Calendar Model? We know you got what it takes!",2014-04-13,2014-04-13
#OriGINal,2014-04-13,2014-04-13
"What's your motivation today, @CagedSongBird1? #MotivationMonday",2014-04-14,2014-04-13
YES YES. @CagedSongBird1 bringing some #Truth &amp; #MotivationMonday for y'all.,2014-04-14,2014-04-13
RT @MoniqueRaeShawn: @SeagramsGinUSA Definitely Derrick Coleman @DC2forlife - Talk about ambition!!! #MCM till Sunday lol,2014-04-14,2014-04-13
"@TheThomes Much love for the feedback, Mike!",2014-04-14,2014-04-13
#MotivationMonday,2014-04-14,2014-04-13
"We gotta know, @MoniqueRaeShawn: Who's your #MCM?",2014-04-14,2014-04-13
"RT @CagedSongBird1: @SeagramsGinUSA Ladies, always know that you're a queen. Don't let anyone treat u less than #motivationmonday",2014-04-14,2014-04-13
@Arrogant_Ant410 Yo! That's what we like to hear. What #seagramsgin makes ya feel nice?,2014-04-14,2014-04-13
@JLo THANK YOU and happy that we could help #TurnUp!,2014-04-15,2014-04-13
EXCLUSIVE: New #SeagramsGin bottle designs? @tastingpanel has the insider scoop -,2014-04-15,2014-04-13
Raise a glass with us to celebrate our founder Joseph E. Seagram's birthday today!,2014-04-15,2014-04-13
@stupidDOPE This is dope! Looking for an artistic opportunity? We got one for y'all:,2014-04-15,2014-04-13
"THANK YOU! So happy to be there! RT @JLo: Saturday was filled with sun, fun, food, &amp; music! Thanks ..",2014-04-15,2014-04-13
@jamesadams51 Nice! Did you mix it with the classic Extra Dry or get Twisted?,2014-04-16,2014-04-13
Have you submitted your video to our #SeagramsGin 2015 Calendar Model Search? Get started! -,2014-04-16,2014-04-13
#WCW- #LadiesofSG,2014-04-16,2014-04-13
Know a local artists looking for an opportunity to collab? We got a gig for ya!,2014-04-16,2014-04-13
Local artists- Are you looking for your next big break? We got something cooking for ya:,2014-04-17,2014-04-13
Enter to be one of the next #SeagramsGin Calendar Models! ?,2014-04-17,2014-04-13
#ThirstyThursday,2014-04-18,2014-04-13
"Blue beast, ya heard?",2014-04-19,2014-04-13
@MzKKellz @Whozhouse Sounds like a great mix to us!,2014-04-19,2014-04-13
It's good to be on top.,2014-04-20,2014-04-20
"Local artists &amp; creatives, we want to collab with you! Get your art in our 2015 calendar ?",2014-04-20,2014-04-20
"Yo, @TrinidadJamesGG - Who motivates you to keep going and chasing your dreams? #MotivationMonday",2014-04-21,2014-04-20
#MotivationMonday,2014-04-21,2014-04-20
@MOSS500 That's whats up! You drinking the Extra Dry or gettin' Twisted?,2014-04-21,2014-04-20
RT @HotNewHipHop: We're presenting @SeagramsGinUSA's 2015 Calendar Model Search!,2014-04-21,2014-04-20
@281cognacbeauty Way to #represent,2014-04-22,2014-04-20
Much love &amp; respect to @HotNewHipHop for spreadin' the word about our #SeagramsGin 2015 Calendar Model Search! -,2014-04-22,2014-04-20
Pucker up. Get Twisted. #TwistedTuesday,2014-04-22,2014-04-20
RT @DimeMag: Kicks: @MACHE275 Designs Customs Inspired By Seagram’s Gin,2014-04-22,2014-04-20
Seagram's Gin is looking for local artists to collab with us. Are you one of them?,2014-04-22,2014-04-20
@RebelleBeauty Nice! What #SeagramsGin cocktail did you mix up?,2014-04-22,2014-04-20
LADIES- You've got a week to submit your #SeagramsGin 2015 Calendar Model video! -,2014-04-22,2014-04-20
@HipHoptima Thanks for spreadin' the word about our #SeagramsGin 2015 Calendar Model Search!,2014-04-23,2014-04-20
RT @beprcecy: HNHH Presents @SeagramsGinUSA 2015 Calendar Model Search,2014-04-23,2014-04-20
You've got less than a week! APPLY TODAY for a chance to become one of our 2015 #SeagramsGin Calendar Models!,2014-04-23,2014-04-20
Are you following us on Instagram?,2014-04-23,2014-04-20
Ladies- #SeagramsGin is looking for the 2015 Calendar Models -,2014-04-23,2014-04-20
So fresh! Check out this dope collab coming soon with @MACHE275. Shout out @DimeMag for the scoop! -,2014-04-24,2014-04-20
"Did you know that you can apply to be a #SeagramsGin 2015 Calendar Model ALL from your phone? Now, let's get to it!",2014-04-24,2014-04-20
"@PulpMyFiction #Ginfluencer? We like that sound of that, Dijana!",2014-04-24,2014-04-20
#Twosome,2014-04-24,2014-04-20
EXCLUSIVE FIRST LOOK: Seagram's Gin x @MACHE275 teaming up. S/o to @nicekicks,2014-04-25,2014-04-20
Shout out to @MadameNoire for spreadin' the word about our 2015 Calendar Model Search! -,2014-04-25,2014-04-20
RT @MadameNoireBiz: @SeagramsGinUSA is looking for models for its 2015 calendar. Do you have hometown pride? Details here.,2014-04-25,2014-04-20
@HipHoptima Thanks for helpin' spread the word about the 2015 Calendar Model Search! Much love &amp; #respect.,2014-04-25,2014-04-20
@BkenProductions Yo! Thanks for helpin' spread the word about our 2015 Calendar Model Search!,2014-04-25,2014-04-20
Driven and talented? You need to apply to be a #SeagramsGin Calendar Model!,2014-04-26,2014-04-20
"#LadiesNight, we got you covered. Champagne and gin? Classy.",2014-04-26,2014-04-20
Sunday. It's been real.,2014-04-28,2014-04-27
RT @MadameNoireBiz: Only a couple more days to send your entry for the @SeagramsGinUSA 2015 calendar model search!,2014-04-28,2014-04-27
DEADLINE is approaching! Get started and send us your #SeagramsGin 2015 Calendar Model video ASAP! -,2014-04-28,2014-04-27
#MotivationMonday,2014-04-28,2014-04-27
TWO DAYS LEFT! Send us your 2015 #SeagramsGin Calendar Model video submission. -,2014-04-29,2014-04-27
#LADIESOFSG - Help spread the word! Tomorrow is the last day to submit your #SeagramsGin 2015 Calendar Model video -,2014-04-29,2014-04-27
#SeagramsGin wants YOU to apply to become one of the next 2015 Calendar Models! You've got 3 days left to enter:,2014-04-29,2014-04-27
So fresh! New look coming soon...,2014-04-29,2014-04-27
"Ladies, tell us what you're waiting for?! It's the LAST DAY. Submit your #SeagramsGin Calendar Model video TODAY! -",2014-04-30,2014-04-27
RT @JLo: Had an amazing time on Friday! Thanks @peaceloveworld @PUMA @SeagramsGinUSA @bakedbymelissa #JLoFirstLove #Album10,2014-04-30,2014-04-27
@E_AllenPoe We like the sound of this mix! Have you tried any of these Lime Twisted recipes?,2014-04-30,2014-04-27
FINAL CALL: Your 2015 #SeagramsGin Calendar Model video submission deadline is tomorrow! Get at it!,2014-04-30,2014-04-27
There's still time! Head to,2014-04-30,2014-04-27
There's still time! Head to,2014-04-30,2014-04-27
@sheamoneyyy That's what we're talking 'bout! Have you tried these other Twisted recipes?,2014-04-30,2014-04-27
"@MianoMaryalice Seagram's Gin martinis? That's what's up! We've got you covered, Maryalice. -",2014-04-30,2014-04-27
@E_AllenPoe Nice! You'll have to let us know what you think once you mix up Wrath on The Rocks.,2014-05-01,2014-04-27
"Check out May's calendar model, Andrea!",2014-05-01,2014-04-27
"@Rahim_TheDream Much love, Rahim! What Twisted Gin flavor did you sample?",2014-05-01,2014-04-27
@QaliiDymm Hey! Please tell us your name that you entered when you submitted your video and we will confirm. Thanks!,2014-05-02,2014-04-27
@QaliiDymm Can you give us a follow so we can Direct Message you with further information? Thanks!,2014-05-02,2014-04-27
Seagram's Gin Southern Hospitality.,2014-05-03,2014-04-27
Always down #TurnUp RT: @JLo: Had an amazing time on Friday! Thanks #seagramsgin #JLoFirstLove,2014-05-03,2014-04-27
Turn up your #DerbyDay party with our twist on the traditional #MintJulep!,2014-05-03,2014-04-27
RT @10PieceKillimet: From day to night Seagram's Gin gets us right @SeagramsGinUSA,2014-05-03,2014-04-27
"RT @A2P2BRUNCH: Gettin cozy in #thepit, all pillowed up w/ @seagramsginusa ? #ginfluence",2014-05-03,2014-04-27
You got Twisted Peach on hand?,2014-05-04,2014-05-04
New month means fresh behind-the-scenes video using our #Ginsider app with the #SeagramsGin calendar! -,2014-05-05,2014-05-04
No tequila needed this #CincodeMayo! Celebrate in style!,2014-05-05,2014-05-04
Have you seen the new #SeagramsGin? Snap &amp; send us a pic!,2014-05-06,2014-05-04
Go #BTS with the latest calendar model! Take a look with your #Ginsider app and 2014 #SeagramsGin Calendar! -,2014-05-07,2014-05-04
@Enjoli_Mitchell Thanks for reaching out to us. Please drop us a Facebook message. Thanks!,2014-05-07,2014-05-04
@NanaMade Give it a go!,2014-05-08,2014-05-04
#Limepocalypse threatening your night out? We got you. Try this Lime Twisted Ginito:,2014-05-08,2014-05-04
Go #BTS with Andrea using our #Ginsider App. You don't wanna miss this one.,2014-05-08,2014-05-04
Are you an artist that wants to collab with us? Head this way for the scoop!,2014-05-09,2014-05-04
Get the crew and make Friday memorable.,2014-05-09,2014-05-04
ARTIST SEARCH: We want to collab with you on our 2015 #SeagramsGin Calendar! Head this way:,2014-05-09,2014-05-04
@QaliiDymm Hey Cali! We haven't announced anything yet. Stay tuned!,2014-05-09,2014-05-04
Be prepared for tomorrow and show your mom where you get your style.,2014-05-10,2014-05-04
#LookinGood!  RT @A2P2BRUNCH: Come brunch in #ThePit w/ bottle service by #seagramsginusa!,2014-05-10,2014-05-04
The #SeagramsGin Artist Search continues! We want to collab with you!,2014-05-10,2014-05-04
Celebrate her #class and #style. Happy #MothersDay!,2014-05-11,2014-05-11
LOCAL ARTISTS WANTED: We want to collab with YOU on our #SeagramsGin 2015 Calendar!,2014-05-11,2014-05-11
"Great photo, @LENNANICOLE! What were you sampling? Can we repost this on our Instagram?",2014-05-12,2014-05-11
"Absolutely. Same time, same place next Saturday? @A2P2BRUNCH",2014-05-12,2014-05-11
RT @official_flo: Shout out to my Seagram's family  @seagramsginusa,2014-05-12,2014-05-11
#LookinGood! @Manolo730 @SueTsai @SashaDelvalle,2014-05-12,2014-05-11
DETROIT! Who’s the next Seagram's #Ginologist? #TurnUp and try some Red Berry Twisted cocktails and find out! #SG,2014-05-12,2014-05-11
"Congrats on a successful and inspiring event, @SueTsai. We were proud to be a part of it!",2014-05-12,2014-05-11
@CoryTownes @PulpMyFiction We try to use our #Ginfluence to positively impact our community. Loved this event - so meaningful!,2014-05-12,2014-05-11
Much love from our crew to yours! RT @official_flo: Shout out to my Seagram's family  @seagramsginusa,2014-05-12,2014-05-11
#MotivationMonday,2014-05-12,2014-05-11
@ItsShayGorgeous Our pleasure! We did too!,2014-05-12,2014-05-11
RT @Artsicle: Artists: Here's an opportunity to work with Seagram's Gin at Art Basel this year:,2014-05-12,2014-05-11
@MikeBlud @AustinMillz #LookinGood guys! Thanks for helping us #TurnUp!,2014-05-12,2014-05-11
@ItsShayGorgeous Thanks for helping us #TurnUp! We were proud to be a part of it!,2014-05-12,2014-05-11
"Don't miss out tonight, Detroit! Meet #SeagramsGin Calendar Model @Love2LuvBee &amp; taste our Red Berry Twisted! #SG",2014-05-12,2014-05-11
We’re looking forward to seeing all the submissions! These artists are true inspirations! @Sysko212 @EvokeTheSpirits,2014-05-12,2014-05-11
Great pic! Thanks for coming! @MoorehisStyle @itsshaygorgeous,2014-05-12,2014-05-11
@Artsicle Thanks so much for the S/O! We're looking forward to seeing some awesome submissions!,2014-05-12,2014-05-11
@DetroitPride So glad you could join us last night! What was your favorite Twisted cocktail?,2014-05-13,2014-05-11
"LAST CALL: Artists, we want to collab with you on something UNIQUE during Art Basel!",2014-05-13,2014-05-11
@HommeLaFemme Thanks for spreading the word about our Artist Search!,2014-05-14,2014-05-11
Which Pineapple Twisted recipe is your favorite?,2014-05-14,2014-05-11
@Sysko212 Much love for helping us spread the word about our Artist Search!,2014-05-14,2014-05-11
Lime Twisted time? Yup.,2014-05-15,2014-05-11
Celebrating the only way we know how to with #NationalMimosaDay.,2014-05-16,2014-05-11
EXCLUSIVE: @SeagramsGinUSA x @MACHE275 collaboration for the 2015 Calendar.,2014-05-16,2014-05-11
Fine cocktails for fine #LadiesofSG! RETWEET if you agree!,2014-05-17,2014-05-11
Show up and stand out.,2014-05-18,2014-05-18
Your call. #MotivationMonday,2014-05-19,2014-05-18
Shout out to the @ComplexSneakers crew for the @MACHE275 collab scoop:,2014-05-19,2014-05-18
@MrChinStrongArm @official_flo #LookinGood!,2014-05-21,2014-05-18
Share with us your #SeagramsGin art! Shout out to Greg Smith for the #SG love.,2014-05-21,2014-05-18
@QaliiDymm We have not made any announcements yet. Stay tuned!,2014-05-22,2014-05-18
#BoredofVodka? Let's get Twisted. Download our rebate and get the #longweekend started:,2014-05-22,2014-05-18
YES! Enjoy! RT @281cognacbeauty: Special delivery!!! Thanks for bumping up my Memorial Day weekend!!,2014-05-23,2014-05-18
RT @DeluxMagazine: #lookingoodstl #seagramsgin @seagramsginusa,2014-05-23,2014-05-18
@chelletash Looks fantastic to us! Check out,2014-05-24,2014-05-18
@squeezycheeze Because you made them with America’s #1 Gin! Thanks for the love!,2014-05-24,2014-05-18
Nothing beats a classic #gin #martini. You gotta try this one!,2014-05-24,2014-05-18
It's back. Are you ready for #MemorialDay weekend?,2014-05-24,2014-05-18
It's almost party time! TOMORROW @281cognacbeauty is taking over Seagram’s Gin's Instagram! Tune in and #TurnUp with us for #MemorialDay!,2014-05-24,2014-05-18
Upgrade your flavored spirits. #BoredofVodka,2014-05-25,2014-05-25
Time to #TurnUp on #MemorialDay! Summertime is here.,2014-05-26,2014-05-25
@281cognacbeauty Much love for bringing the #SeagramsGin crew along to your crawfish boil!,2014-05-27,2014-05-25
#NailsDid #NailsDone,2014-05-28,2014-05-25
Meet the Berry Peach Fizz tonight.,2014-05-29,2014-05-25
@Menace2SocietyD @N_Turner10 That’s what we’re talking about! #TurnUp! Thanks for the love!,2014-05-29,2014-05-25
The #SG Crew.,2014-05-30,2014-05-25
"More cocktails, less drama.",2014-05-31,2014-05-25
"Summer is #lookingood! Check out Miss June, @PlanetLaNea with your #Ginsider app:",2014-06-01,2014-06-01
"RT @djkhaled: S/O to @SeagramsGinUsa, the official Gin for the ""They Don't Love You No More"" video",2014-06-01,2014-06-01
"RT @WeTheBestMusic: S/O to @SeagramsGinUsa, the official Gin for the ""They Don't Love You No More video",2014-06-01,2014-06-01
@sheamoneyyy Thanks for the love! Check out our website for awesome cocktail recipes using Peach Twisted!,2014-06-02,2014-06-01
Great minds think alike. #MotivationMonday,2014-06-02,2014-06-01
Peach Twisted Perfection.,2014-06-04,2014-06-01
Nothing better than cocktails with the crew.,2014-06-05,2014-06-01
Have you checked out @PlanetLaNea using our #Ginsider app yet?,2014-06-05,2014-06-01
@SotoriousJOE Which one are you going to be mixing up this summer?,2014-06-05,2014-06-01
@SotoriousJOE We've got your Twisted recipes right this way:,2014-06-05,2014-06-01
Have you tried June's Cocktail of the Month? Well tonight’s #HappyHour is calling …,2014-06-06,2014-06-01
Friends = Family,2014-06-07,2014-06-01
#Sundayfunday,2014-06-08,2014-06-08
#FamilyFirst,2014-06-09,2014-06-08
"Cool nights, cooler cocktails.",2014-06-11,2014-06-08
Seagram’s Gin is proud to be the only America gin &lt;$20 to win an award at the 2014 San Francisco Spirits Competition.,2014-06-11,2014-06-08
So you're #BoredofVodka? We know. We got you covered.,2014-06-12,2014-06-08
Where's the crew? #HappyHour starts now!,2014-06-13,2014-06-08
"@karendrob Apologies! While we reboot it, give our exclusive Twisted recipes a try and let us know what you think!",2014-06-13,2014-06-08
@karendrob We got you covered!,2014-06-13,2014-06-08
"@karendrob Much love, Karen! What #SeagramsGin were you enjoying?",2014-06-13,2014-06-08
Hold up a minute. Take a moment and enjoy America's #1 Gin on #WorldGinDay.,2014-06-14,2014-06-08
America’s #1 Gin for the #1 Man.,2014-06-15,2014-06-15
#MotivationMonday,2014-06-16,2014-06-15
@i_GoHam That's how you do it! Which Lime Twisted drink did you mix up?,2014-06-16,2014-06-15
RT @MACHE275: Another flavor in the books with Seagrams. This time Pineapple is represented by the the shelltoe with…,2014-06-18,2014-06-15
@DimeJosh That's what we're talking about!,2014-06-18,2014-06-15
Check out the latest exclusive sneaker from #SeagramsGin x @MACHE275! What do you think?,2014-06-18,2014-06-15
#BoredwithVodka? Shake it up. Get Twisted with one our flavored gins.,2014-06-19,2014-06-15
What do we need this weekend? Clear skies and...,2014-06-21,2014-06-15
Ready to #TurnUP? We'll get you set up!,2014-06-21,2014-06-15
Pineapple Twisted? We're on our way.,2014-06-22,2014-06-22
"RT @djkhaled: ""Seagrams Gin showin love on the set of new video #theydontloveyounomore @seagramsginusa""",2014-06-23,2014-06-22
"RT @djkhaled: ""Seagrams Gin showin love on the set of new video #theydontloveyounomore @seagramsginusa""",2014-06-23,2014-06-22
#MotivationMonday,2014-06-23,2014-06-22
RT @TasiasWord: I can’t wait to see what cocktail @SeagramsGinUSA is going to supply during my birthday next week!,2014-06-23,2014-06-22
@WeTheBestMusic That's right!,2014-06-23,2014-06-22
We can't wait to celebrate @TasiasWord's birthday!,2014-06-24,2014-06-22
RT @HipHopDX: This week the lovely #LadiesofSG are going to help us celebrate our 15 Year Anniversary with @SeagramsGinUSA!,2014-06-24,2014-06-22
@TasiasWord We're excited to celebrate your birthday! And you'll love the Twisted cocktail we're mixing up just for you! #Represent,2014-06-24,2014-06-22
@HipHopDX We're mixing up something Twisted!,2014-06-24,2014-06-22
RT @HipHopDX: We're excited to see what @SeagramsGinUSA has in store for our 15 Year Anniversary Celebration this week! #HipHopDX,2014-06-24,2014-06-22
S/O to our boy @djkhaled talking #SeagramsGin! Check out his newest video #theydontloveyounomore!,2014-06-25,2014-06-22
RT @missfaren: #BETweekend lineup in #LA with @SeagramsGinUSA ???,2014-06-25,2014-06-22
We’re celebrating one of the #LadiesofSG's big day! Cheers to the beautiful and talented @Love2LuvBee!,2014-06-25,2014-06-22
We’re prepping for a #TurnUp #BETAwards weekend with @missfaren @PlanetLaNea @281cognacbeauty and @Conchedia. Stay tuned for exclusive BTS!,2014-06-26,2014-06-22
"Hey #LadiesofSG, we’re all set to #turnUp at the @HipHopDX 15 year anniversary party tonight for #BETweekend. Are you?",2014-06-26,2014-06-22
@CreativeItch_B Thanks for coming! Hopefully see you tonight to #TurnUp again!,2014-02-14,2014-02-09
RT @Kandi: Me &amp; my girl @Toyawright on the rooftop at the @hairfinity #SGallstar event! #yeswearegivingbodytoday…,2014-02-14,2014-02-09
RT @AtinaD_Unveiled: #SGAllstar with the lovely Ms @rocsidiaz #ladiesofSG #NOLA2014,2014-02-14,2014-02-09
"@DJEQUE We always #TurnUp, no matter what! #SGAllStar",2014-02-15,2014-02-09
Beautiful! RT @Kandi: Me &amp; my girl @Toyawright on the rooftop at the #SGallstar event! #yeswearegivingbodytoday…,2014-02-15,2014-02-09
#Repost from @official_flo - at the #sgallstar mixology suite! #celebs #nola #neworleans…,2014-02-15,2014-02-09
Our peeps @official_flo @djeque at the #SGAllStar weekend mixology suite! #LookinGood! #Picoftheday…,2014-02-15,2014-02-09
Glad you could drop by! RT @alme214: @n_rotation leaving our #allstarmusicexperience #seagramsgin #ALMEdia #AllStarWeekend,2014-02-16,2014-02-16
RT @PlanetLaNea: S/O to @official_flo for coming to our mixology event and showing us a good time ? #ladiesofsg #sgallstar,2014-02-16,2014-02-16
Sunshine &amp; Seagram's Gin #LadiesofSG.,2014-02-16,2014-02-16
.@PlanetLaNea @official_flo _flo chillin' with the #LadiesofSG in the #SGAllStar Mixology Suite. #allstarweekend,2014-02-16,2014-02-16
Servin' up the Southside tonight. What are you drinkin?,2014-02-16,2014-02-16
#MotivationMonday,2014-02-17,2014-02-16
@OnlyOneFloRida @official_flo #LookinGood at the #SGAllStar mixology suite in #NOLA!,2014-02-17,2014-02-16
RT @OnlyOneFloRida: @official_flo with @SeagramsGinUSA as seen in his latest video #HowIFeel,2014-02-17,2014-02-16
@alme214 @RitzCarlton @DJKAYOTIK Thanks for partying with us at #SGAllStar weekend!,2014-02-18,2014-02-16
.@Whozhouse Sorry you missed the #SGAllStar party! Next time come #TurnUp w/ these smokin' #singleladies. #LadiesofSG,2014-02-18,2014-02-16
@megaboo4u @official_flo We agree! That party was off the hook! #sgallstar,2014-02-18,2014-02-16
.@Official_Flo arrived in style for the #SGAllStar party this weekend and he's #LookinGood! #SG,2014-02-18,2014-02-16
"Dope S/O! Thanks! RT @Whozhouse: ALL the NEW Sexy Flavors By #SeagramsGin ""A great Time Is just a Glass Away"" #SwaggFlavors #PassionPeach",2014-02-19,2014-02-16
#LookinGood! RT @gold_marlo: Last minute All Star Landing @official_flo @imgnews #sgallstar #seagramsusa #d3m,2014-02-19,2014-02-16
Tonight we’re servin' up one of our favorites from the dope #SGAllStar party in #NOLA this weekend. #SG,2014-02-19,2014-02-16
"RT @Whozhouse: @SeagramsGinUSA with ALL the NEW Sexy Flavors By #SeagramsGin ""A great Time Is just a Glass Away"" #SwaggFlavors #PassionPeach",2014-02-19,2014-02-16
We gotta know @PlanetLaNea: Did you #TurnUp this weekend at #SGAllStar w/ the lovely #LadiesofSG?!,2014-02-20,2014-02-16
RT @281cognacbeauty: @SeagramsGinUSA being apart of FloRida's entourage!!! #CelebrityStatus,2014-02-20,2014-02-16
What are you mixing your Seagram's Extra Dry Gin with tonight? #SG,2014-02-20,2014-02-16
".@281cognacbeauty Always #CelebrityStatus with us, always family. #LadiesofSG",2014-02-20,2014-02-16
@missfaren Where's our invite?! #LadiesofSG,2014-02-20,2014-02-16
"@missfaren Girl, you know how we do. YOU KNOW WE #TURNUP and shut it down. Share some of the sunshine, too!",2014-02-20,2014-02-16
@281cognacbeauty You know we always go big. Until next time...,2014-02-20,2014-02-16
@GSlaps Hit us up with details at sponsorships@pernod-ricard-usa.com. Thanks!,2014-02-20,2014-02-16
@PlanetLaNea That's the only way when you're with us. #TurnUp,2014-02-20,2014-02-16
"We've gotta know #LadiesofSG! @281cognacbeauty, what was your favorite part about #SGAllStar Weekend in #NOLA?",2014-02-20,2014-02-16
"@FMaxine3 Sorry about this, again. Would you mind sending us a Facebook message with more details to see if we can troubleshoot the issue?",2014-02-21,2014-02-16
@MoniqueRaeShawn Love it! Who's ready to #TurnUp tonight?,2014-02-21,2014-02-16
"Got the Seagram's Gin 2014 Calendar? Now, download the #Ginsider app for exclusive behind-the-scenes videos!",2014-02-21,2014-02-16
"@FMaxine3 Hey- Sorry for the hassle. Have you tried it with Peach or Pineapple? You may need to update your app, too! Hope this helps, F.",2014-02-21,2014-02-16
"@FMaxine3 Thanks for flagging this glitch. We reported it to our tech team. For now, head to",2014-02-21,2014-02-16
We're kickin' back this Friday night. You?,2014-02-22,2014-02-16
We're hooking you up with a rebate!  Enjoy the promo! -,2014-02-23,2014-02-23
"Mix it up with juice, lemonade, tonic, or soda. How do YOU enjoy Seagram's Gin?",2014-02-23,2014-02-23
Have you printed out your Seagram's Gin rebate yet?,2014-02-24,2014-02-23
#MotivationMonday #SG,2014-02-24,2014-02-23
See what went down in #NOLA with the #LadiesofSG at #SGAllStar weekend. We've got the recap album at,2014-02-25,2014-02-23
RT @beprcecy: L?K what just came in the mail ??? #ChilledMagazine with the first @seagramsginusa FULL page…,2014-02-25,2014-02-23
#SGAllStar Weekend Recap is up! Check out what went down in #NOLA with the #LadiesofSG -,2014-02-26,2014-02-23
Congratulations to the 4 finalists in our “Be Your Own Inspiration” contest. VOTE NOW for your favorite --&gt;,2014-02-26,2014-02-23
"@JPounders @Conchedia Looking great, as always! Thanks for introducing new peeps to Seagram’s Gin.",2014-02-26,2014-02-23
Have you voted for your favorite finalist yet?,2014-02-26,2014-02-23
@281cognacbeauty @missfaren @MoniqueRaeShawn @PlanetLaNea Which finalist are you voting for??,2014-02-27,2014-02-23
"Time to vote for your favorite finalist in our ""BE YOUR OWN INSPIRATION"" contest! ?",2014-02-27,2014-02-23
Amazing! RT @missfaren: Had a blast last night representing #TampaFL at the @SeagramsGinUSA PR Event #ladiesofsg,2014-02-27,2014-02-23
"We're ready for #ScandalThursday! Are you, #Gladiators? #Scandal",2014-02-28,2014-02-23
"We're so inspired by our 4 finalists for the ""BE YOUR OWN INSPIRATION"" contest. You've got to check out the stories!",2014-02-28,2014-02-23
"@FMaxine3 Great to hear it, Maxine! Enjoy, and be sure to check out",2014-03-01,2014-02-23
#TurnUp tonight and try the Extra Dry Bramble. -,2014-03-01,2014-02-23
"Meet Atina (@AtinaD_Unveiled), the Seagram's Gin March 2014 Calendar Model! -",2014-03-02,2014-03-02
Arriving in #redcarpet style means never showing up empty-handed. #Awards -,2014-03-03,2014-03-02
