year,city,lat,lon,Sum_LitersPerCapita,Sum_salesPerCapita,Avg_population
2012,CASCADE,42.2986159,-91.0148618,4.46785557023338,53.374117129018,2271
2012,CASEY,41.5047095,-94.5183037,3.85808457711443,56.2253731343284,402
2012,CEDAR FALLS,42.5348993,-92.4453161,8.33109826687674,115.775538964974,41255
2012,CEDAR RAPIDS,41.9778795,-91.6656232,9.85092320846593,134.466146083356,130405
2012,CENTER POINT,42.1908265,-91.7851772,2.75660452201507,27.7795081316938,2521
2012,CENTERVILLE,40.7290565,-92.8738196,9.42705714817572,118.692782948622,5372
2012,CENTRAL CITY,42.2038829,-91.5240561,4.07909771473601,45.3824980299448,1269
2012,CHARITON,41.0199996,-93.3140985,5.2141077361177,63.9317774086379,4214
2012,CHARLES CITY,43.0663612,-92.6724112,10.5154729711603,127.998222669349,7455
2012,CHEROKEE,42.7496413,-95.5515431,11.2340512922465,135.458916500994,5030
2012,CHESTER,43.4910768,-92.360449,9.324,119.81328,125
2012,CLARINDA,40.7419352,-95.038313,5.68561351052049,75.0181100036914,5418
2012,CLARION,42.7316387,-93.732992,3.7428623057463,43.7835308998916,2767
2012,CLARKSVILLE,42.7847,-92.6676907,1.63126330731015,18.3082611781405,1409
2012,CLEAR LAKE,43.1435564,-93.3788108,16.784652173913,212.791617918314,7590
2012,CLINTON,41.8444735,-90.1887379,8.43154680785758,108.980963781461,26064
2012,CLIVE,41.6060873,-93.77236,4.49325162179229,57.4455387794937,17419
2012,COLESBURG,42.6394355,-91.2020781,6.07959697732997,73.0888161209068,397
2012,COLFAX,41.6770762,-93.2451249,4.74872013651877,52.8763676255485,2051
2012,COLO,42.0177653,-93.3152072,2.78815331010453,35.7238327526132,861
2012,COLUMBUS JUNCTION,41.2786364,-91.3598775,5.53729838709677,74.7537634408602,1860
2012,CONRAD,42.2247077,-92.8746455,3.92852272727273,46.1193272727273,1100
2012,COON RAPIDS,41.8708192,-94.6774786,2.34775413711584,27.3699290780142,1269
2012,CORALVILLE,41.6822756,-91.5960643,13.866387810559,225.675318322981,20608
2012,CORNING,40.9869306,-94.7335843,9.17959336369551,114.884814573845,1537
2012,CORYDON,40.7569499,-93.3188229,7.50933102580239,101.784870988043,1589
2012,COUNCIL BLUFFS,41.2619444,-95.8608333,9.51244677859961,134.399290221576,62597
2012,CRESCO,43.3813568,-92.1140547,14.5153339420819,177.533386381424,3833
2012,CRESTON,41.0586002,-94.3613474,8.44616437484085,104.031883116883,7854
2012,DAKOTA CITY,42.7221935,-94.1971836,0.699015990159902,9.83520295202952,813
2012,DAVENPORT,41.5236437,-90.5776367,8.87532858591176,124.673111072118,102582
2012,DAYTON,42.2613645,-94.0685672,4.91763784461153,57.7227443609023,798
2012,DE SOTO,41.5315745,-94.0077785,4.80025252525252,67.1658677685951,1089
2012,DE WITT,41.8239952,-90.5389662,4.57263449065242,49.0906524227394,5242
2012,DECORAH,43.3033056,-91.7857092,11.6258688503857,148.088845326926,7907
2012,DELMAR,42.0022453,-90.6070804,1.58336653386454,19.7211155378486,502
2012,DENISON,42.024988,-95.3588867,11.1796457883369,139.528656107511,8334
2012,DENVER,42.6713718,-92.3374045,4.15435967302452,47.8723651226158,1835
2012,DES MOINES,41.6005448,-93.6091064,9.63925206580136,146.453029382399,210330
2012,DONNELLSON,40.6428152,-91.5646028,1.59189789123196,22.0915871254162,901
2012,DOWS,42.656564,-93.5010558,3.28891050583658,35.4498443579767,514
2012,DUBUQUE,42.5005583,-90.6645718,9.04820199323118,122.224120138098,58799
2012,DUMONT,42.748585,-92.9724184,3.51993620414673,34.4065071770335,627
2012,DUNLAP,41.8543292,-95.6019662,8.36980962128966,122.729744114637,977
2012,DURANT,41.5997498,-90.9107037,3.05017896475771,33.322813876652,1816
2012,DYERSVILLE,42.4836415,-91.1140899,9.59334562321598,101.904978591817,4204
2012,DYSART,42.171659,-92.3062978,2.40177252584934,29.9164697193501,1354
2012,EAGLE GROVE,42.6641396,-93.9044473,6.69713366481427,78.5230535244224,3419
2012,EARLY,42.4613706,-95.1519373,0.925751879699248,15.6018045112782,532
2012,EDDYVILLE,41.1605646,-92.6313031,2.02890316205534,27.6704743083004,1012
2012,EDGEWOOD,42.6444313,-91.4012515,4.18742791234141,48.0803575547866,867
2012,ELDORA,42.3680382,-93.1057576,8.52795151739453,94.4166654330126,2702
2012,ELDRIDGE,41.6580864,-90.5845822,4.88608392169448,59.3885558408216,6232
2012,ELLSWORTH,42.3124934,-93.5787757,8.08217092337918,98.6752062868369,509
2012,ELMA,43.2466362,-92.4360102,6.84499072356215,89.9686456400742,539
2012,ELY,41.8736182,-91.585175,1.07493972999036,13.6314320154291,2074
2012,EMMETSBURG,43.1127427,-94.6830357,12.0834295460509,146.020519548675,3811
2012,ESTHERVILLE,43.4013478,-94.8391532,7.87137664282149,93.4467426384961,6011
2012,EVANSDALE,42.4691543,-92.281017,6.85614733998337,87.6546134663341,4812
2012,EVERLY,43.1616378,-95.3280572,1.19836488812392,12.9011359724613,581
2012,EXIRA,41.591156,-94.8763141,2.49041878172589,29.6620050761421,788
2012,FAIRBANK,42.6391512,-92.0471199,5.53918979409132,64.9228111011638,1117
2012,FAIRFIELD,41.0076114,-91.9636914,5.56122169429842,74.2923665588354,9892
2012,FARLEY,42.4444448,-91.0051339,0.8352010644589,10.5809166173862,1691
2012,FARMINGTON,40.6403124,-91.7429429,3.15258089368259,40.3337134052388,649
2012,FAYETTE,42.8419255,-91.8021071,4.09215291750503,54.1198390342052,1491
2012,FLOYD,43.1277502,-92.7363031,17.8410823170732,232.545518292683,328
2012,FONDA,42.5813666,-94.8460957,2.02586490939045,25.096705107084,607
2012,FONTANELLE,41.2897097,-94.5616359,7.58962264150943,91.4156289308176,636
2012,FOREST CITY,43.2624685,-93.6371937,10.0597882030861,116.019318068691,4018
2012,FORT ATKINSON,43.1433068,-91.9326637,20.4352678571428,242.811101190476,336
2012,FORT DODGE,42.4974694,-94.1680158,9.79961868635644,124.671512434582,24649
2012,FORT MADISON,40.6297634,-91.314535,7.35843650275263,93.5935131100121,10717
2012,FREDERICKSBURG,42.9652547,-92.1996196,4.33145336225597,42.2538503253796,922
2012,GARNAVILLO,42.8685981,-91.2359644,2.00454545454545,23.0808402203857,726
2012,GARNER,43.1023343,-93.6020858,4.40376569037657,49.9032442870937,3107
2012,GEORGE,43.3438624,-96.0022431,3.1760663507109,36.0894218009479,1055
2012,GILMORE CITY,42.7294176,-94.4477507,3.01318737270876,36.357250509165,491
2012,GLADBROOK,42.1877647,-92.715199,3.82415730337079,39.5546179775281,890
2012,GLENWOOD,41.0469437,-95.7425056,5.24434608794974,59.7254064344185,5253
2012,GLIDDEN,42.0569297,-94.72887,1.3120230700976,16.9969565217391,1127
2012,GOLDFIELD,42.7349711,-93.9149462,2.01118421052632,23.7104605263158,608
2012,GOWRIE,42.2806289,-94.2907762,3.84522022022022,37.9465265265265,999
2012,GRAND JUNCTION,42.0313859,-94.2371186,2.04242712294043,26.9948162230672,789
2012,GRAND MOUND,41.8247927,-90.6476151,5.63622366288493,64.1166612641815,617
2012,GREENE,42.8958066,-92.8024158,3.18928571428571,33.9098839285714,1120
2012,GREENFIELD,41.3052657,-94.4613543,5.56460435475305,65.152575677111,1883
2012,GRIMES,41.6883646,-93.7925199,6.88681641064069,92.1822583364556,10676
2012,GRINNELL,41.7434092,-92.7232456,7.56639798709113,100.623093753419,9141
2012,GRISWOLD,41.234991,-95.1374929,3.02037601626016,33.8193902439024,984
2012,GRUNDY CENTER,42.3616501,-92.7685327,5.92942151805453,70.8265880619012,2714
2012,GUTHRIE CENTER,41.6772087,-94.5033044,4.77286847323199,55.9931658955717,1513
2012,GUTTENBERG,42.7899897,-91.1029068,2.90882590005373,41.6048361096185,1861
2012,HAMBURG,40.6044458,-95.6577711,1.26270794824399,17.3693068391867,1082
2012,HAMPTON,42.7425009,-93.2103402,8.95607249417249,108.839456876457,4290
2012,HARLAN,41.653044,-95.3255541,10.5524878048781,139.493162734906,5002
2012,HARTLEY,43.1802719,-95.4770511,8.06653898514852,91.7223886138614,1616
2012,HAWARDEN,42.9963772,-96.4891976,4.4203645629165,50.4301058408467,2551
2012,HIAWATHA,42.0491958,-91.6815252,2.58921377969162,32.7080247256563,7199
2012,HOLSTEIN,42.4891531,-95.545003,14.3735815959741,194.787778576564,1391
2012,HOLY CROSS,42.6005516,-90.9956854,16.5354330708661,226.653700787402,381
2012,HUBBARD,42.3055396,-93.3002055,5.08558153477218,53.9718345323741,834
2012,HUDSON,42.406653,-92.4554671,0.421472070558589,5.53438051238975,2381
2012,HUMBOLDT,42.7208047,-94.2152402,10.8040143603133,132.34706483899,4596
2012,HUXLEY,41.895265,-93.6007732,0.676611990950227,8.83537613122172,3536
2012,IDA GROVE,42.3462987,-95.4716235,7.26390197926484,79.7644816211121,2122
2012,INDEPENDENCE,42.4685978,-91.8893386,9.87775796284008,122.793929993364,6028
2012,INDIANOLA,41.3580484,-93.5574376,7.11626094265209,92.3232488523954,15467
2012,INWOOD,43.3072022,-96.4319799,4.82515413070284,71.3892231812577,811
2012,IOWA CITY,41.6611277,-91.5301683,8.80187849636217,126.19307572083,74220
2012,IOWA FALLS,42.5198868,-93.2645741,12.0800109720885,158.620729547642,5195
2012,IRETON,42.97471,-96.3183585,1.4468438538206,20.2907641196013,602
2012,JEFFERSON,42.0172457,-94.3774232,4.96125166508088,61.7892435775452,4204
2012,JESUP,42.475543,-92.0637884,3.08030700112317,38.4627592661924,2671
2012,JEWELL JUNCTION,42.306818,-93.6400274,1.46861836562763,17.5645324347094,1187
2012,JOHNSTON,41.6709834,-93.7130493,4.374342676441,61.2145110440324,20871
2012,KELLOGG,41.7180533,-92.9077629,3.9386402027027,52.8562162162162,592
2012,KEOKUK,40.4044731,-91.3963966,12.2937061928551,163.87358752003,10609
2012,KEOSAUQUA,40.7303057,-91.9623949,13.12151531151,172.850464625132,947
2012,KEOTA,41.3639015,-91.9537859,1.96005154639175,19.7530515463918,970
2012,KINGSLEY,42.588324,-95.9675165,3.96678008595989,43.3190830945559,1396
2012,KNOXVILLE,41.320343,-93.09967,7.63242963576159,94.6559795805739,7248
2012,LA PORTE CITY,42.3149911,-92.1921275,5.03085152838428,64.7800698689957,2290
2012,LAKE CITY,42.2674828,-94.7338704,6.82065868263473,77.9916047904191,1670
2012,LAKE MILLS,43.419329,-93.5325269,4.34688203883495,52.7820339805825,2060
2012,LAKE PARK,43.4532977,-95.3225004,2.07036059806508,26.115092348285,1137
2012,LAKE VIEW,42.3116499,-95.053324,15.4306444444444,192.493208888889,1125
2012,LAMONI,40.622777,-93.9341158,2.25723905723906,31.6423063973064,2376
2012,LANSING,43.3609053,-91.218768,10.6534877529287,125.917135250266,939
2012,LARCHWOOD,43.4535861,-96.434205,13.7849887133183,195.955112866817,886
2012,LAURENS,42.8466398,-94.8519296,10.1043644067797,110.660398305085,1180
2012,LAWLER,43.0695607,-92.1557563,13.3018912529551,186.891867612293,423
2012,LE CLAIRE,41.5975061,-90.3462215,5.94983877448518,118.711371170266,3982
2012,LE GRAND,42.0069336,-92.7754761,4.50055496828753,57.1002114164905,946
2012,LE MARS,42.7941567,-96.1655778,10.1699289007274,131.812211863539,9761
2012,LENOX,40.8816547,-94.5619095,2.29449458483755,25.4190902527076,1385
2012,LEON,40.739724,-93.7477217,3.18026799789806,40.7152601156069,1903
2012,LISBON,41.9211198,-91.3854466,0.744482288828338,9.2639055404178,2202
2012,LOGAN,41.6430472,-95.7891614,4.04334470989761,46.2081433447099,1465
2012,LOVILIA,41.1358371,-92.9040881,0.527360308285164,8.71722543352601,519
2012,MADRID,41.8779511,-93.8156689,2.4494300618238,27.7246831530139,2588
2012,MALVERN,41.006292,-95.5851456,1.7617054610564,21.3022202327663,1117
2012,MANCHESTER,42.4857853,-91.4579698,13.1196678493988,168.673920756949,5073
2012,MANNING,41.9091382,-95.0651328,5.10510054347826,64.3024864130435,1472
2012,MANSON,42.5291439,-94.5341421,6.72582043343653,78.3200557275542,1615
2012,MAPLETON,42.1658227,-95.7930621,15.055686985173,196.621911037891,1214
2012,MAQUOKETA,42.0689088,-90.6656914,11.5081983636667,136.330272165637,5989
2012,MARCUS,42.8272084,-95.8077912,2.38359813084112,28.1457196261682,1070
2012,MARENGO,41.7927817,-92.0696253,10.5895145244727,112.291333068046,2513
2012,MARION,42.033279,-91.5968958,4.47396485400482,56.6985362978837,37330
2012,MARSHALLTOWN,42.0494674,-92.9080375,7.23728816075308,95.7629326574945,27620
2012,MASON CITY,43.1535728,-93.2010367,11.1870941314039,135.926284805964,27366
2012,MAXWELL,41.8919322,-93.3996546,2.35433369447454,29.3984940411701,923
2012,MCGREGOR,43.0246813,-91.1812468,5.93903456495828,89.1788438617401,839
2012,MECHANICSVILLE,41.9027909,-91.2546067,1.55509927797834,21.6877527075812,1108
2012,MEDIAPOLIS,41.0080904,-91.1640369,5.28988246505718,69.0113468869123,1574
2012,MELBOURNE,41.9413772,-93.1032569,1.16263603385732,12.700338573156,827
2012,MELCHER-DALLAS,41.2249966,-93.2413191,7.26805162827641,105.502343129468,1259
2012,MILFORD,43.3246863,-95.149996,27.9277750165673,355.564930417495,3018
2012,MISSOURI VALLEY,41.5563713,-95.8877767,6.06255435992579,77.4845714285714,2695
2012,MONONA,43.0516494,-91.3893041,7.91203333333333,98.37272,1500
2012,MONROE,41.5208256,-93.1038129,2.75853358820317,32.6230365920262,1831
2012,MONTEZUMA,41.585834,-92.5274091,12.8608079376329,170.367391920624,1411
2012,MONTICELLO,42.2383351,-91.1870937,11.2422258823529,126.318026143791,3825
2012,MORAVIA,40.8916777,-92.8190852,5.54782270606532,77.2263608087092,643
2012,MOUNT AYR,40.7147147,-94.235232,6.38170225385528,77.4789323843417,1686
2012,MOUNT PLEASANT,40.9716959,-91.5487714,8.4765682438041,112.80156053599,8433
2012,MOUNT VERNON,41.9219522,-91.4168371,40.9326587160054,563.169159607668,4486
2012,MURRAY,41.0417646,-93.9493246,0.15969387755102,1.97534693877551,735
2012,MUSCATINE,41.424473,-91.0432051,8.04521140687583,104.709537299733,23968
2012,NASHUA,42.9522221,-92.5386382,0.45712523133868,5.78570018507094,1621
2012,NEOLA,41.4488816,-95.6155615,3.19016821345708,45.3033294663573,862
2012,NEVADA,42.0227184,-93.4523014,4.98456302151954,61.8343083003953,6831
2012,NEW HAMPTON,43.0592724,-92.317864,6.39686529548088,71.0462340672074,3452
2012,NEW VIRGINIA,41.1822168,-93.7288305,5.24747422680412,71.698412371134,485
2012,NEWTON,41.7033177,-93.0573533,7.49653461157025,96.0086743801653,15125
2012,NORA SPRINGS,43.1427466,-93.0043668,1.55649748020158,16.8563354931606,1389
2012,NORTH ENGLISH,41.5138978,-92.0762891,7.77617416829745,70.2969080234834,1022
2012,NORTH LIBERTY,41.739482,-91.6080974,5.20980497143934,75.5618630343356,15931
2012,NORTHWOOD,43.4441245,-93.2210371,6.98511278195489,83.3945714285714,1995
2012,NORWALK,41.475546,-93.6788304,3.20551060680809,38.832244696596,10135
2012,OAKLAND,41.3094375,-95.3957997,5.24628400796284,61.6066489714665,1507
2012,OELWEIN,42.6784949,-91.9119586,8.94059271899886,105.609049244271,6153
2012,OGDEN,42.0395595,-94.0320167,3.49751347378736,41.8771827535522,2041
2012,OKOBOJI,43.3863521,-95.1483293,3.05999388753056,36.751369193154,818
2012,ONAWA,42.0266548,-96.0972376,7.49785699409927,94.3242311697327,2881
2012,ORANGE CITY,43.0072087,-96.0583523,3.03313568893191,39.7983817360439,6198
2012,OSAGE,43.2841382,-92.8190838,5.32862616310892,61.3840284619595,3654
2012,OSCEOLA,41.0342618,-93.766759,8.05710478680611,101.314444891392,4972
2012,OSKALOOSA,41.2916728,-92.6493595,8.00173748599983,104.650896011028,11607
2012,OSSIAN,43.145809,-91.7632108,7.02594627594627,93.395177045177,819
2012,OTHO,42.4246934,-94.1502372,2.68425572519084,31.0964503816794,524
2012,OTTUMWA,41.0160293,-92.4083022,7.03566284925276,92.6923838531514,24624
2012,PACIFIC JUNCTION,41.0187126,-95.8010851,10.6300415754923,154.694157549234,457
2012,PALO,42.0660485,-91.7961118,5.91680911680912,78.7067236467237,1053
2012,PANORA,41.6916535,-94.3630215,12.5666589861751,158.301889400922,1085
2012,PARKERSBURG,42.5774797,-92.7868634,4.84706632653061,50.7041173469388,1960
2012,PAULLINA,42.9791479,-95.6880657,8.03038348082596,89.919331366765,1017
2012,PELLA,41.4080327,-92.916405,5.68144494837402,77.3197066486538,10363
2012,PEOSTA,42.4491375,-90.8504116,0.952564894932015,12.7424227441286,1618
2012,PERRY,41.8385964,-94.1071797,5.56791939671158,67.0766510075411,8089
2012,PLEASANT HILL,41.5873903,-93.5196138,5.38386557869873,68.8170581919691,9314
2012,PLEASANTVILLE,41.3869578,-93.2682683,2.72884961054524,32.3234092270821,1669
2012,POCAHONTAS,42.7355299,-94.6691467,10.4879885057471,110.209689655172,1740
2012,POLK CITY,41.7713764,-93.7129997,1.36934998843396,18.494052741152,4323
2012,POMEROY,42.5510885,-94.6838687,1.1088,15.250368,625
2012,POSTVILLE,43.084702,-91.5682015,1.92823791647114,22.0853636790239,2131
2012,PRAIRIE CITY,41.599434,-93.2352053,0.949341720304272,12.4875892334699,1709
2012,PRESTON,42.0502844,-90.3960275,2.75915132924335,35.5344580777096,978
2012,PRIMGHAR,43.0869215,-95.627232,8.45270193401593,102.353959044369,879
2012,RED OAK,41.0170937,-95.2214477,8.11757492690059,99.9728947368421,5472
2012,REINBECK,42.323597,-92.5993615,1.77638804148871,19.3312751677852,1639
2012,REMSEN,42.8125933,-95.9733503,6.8702512254902,87.8384129901961,1632
2012,RICEVILLE,43.3638571,-92.5540687,3.64537037037037,40.6238888888889,810
2012,RIVERSIDE,41.4797413,-91.5812759,10.7695454545455,166.99243062201,1045
2012,ROCK RAPIDS,43.4271945,-96.1758598,8.18786664104535,102.07784396618,2602
2012,ROCK VALLEY,43.2052594,-96.2950263,3.49427971838614,42.625098835635,3693
2012,ROCKWELL,42.985244,-93.1918688,8.53299803729146,97.60558390579,1019
2012,ROCKWELL CITY,42.3952576,-94.6338671,4.25937645959832,43.1354273703877,2141
2012,RUTHVEN,43.1291322,-94.8991531,4.86505681818182,47.4281676136364,704
2012,SAC CITY,42.4222033,-94.9897109,12.6709804104478,147.772756529851,2144
2012,SANBORN,43.1816421,-95.6555674,4.46005415162455,54.0132129963899,1385
2012,SCHALLER,42.4997048,-95.2930523,1.89580536912752,18.759744966443,745
2012,SCHLESWIG,42.1652658,-95.4369432,9.84988649262202,141.644426787741,881
2012,SCRANTON,42.0224844,-94.5452524,3.11481132075472,40.9571886792453,530
2012,SERGEANT BLUFF,42.4029802,-96.3588424,2.42445796460177,28.295046460177,4520
2012,SHEFFIELD,42.8944129,-93.2118688,1.57837719298246,17.5661754385965,1140
2012,SHELDON,43.1812107,-95.8569539,13.7124791666667,172.201591981132,5088
2012,SHELLSBURG,42.0945385,-91.8693231,6.07192429022082,71.8423028391167,951
2012,SHENANDOAH,40.7667389,-95.3761506,11.5500858394742,152.755668193587,5021
2012,SIBLEY,43.3999861,-95.7516395,6.94915667166417,82.4351611694153,2668
2012,SIGOURNEY,41.3333445,-92.2046255,4.54428927680798,51.8863990024938,2005
2012,SIOUX CENTER,43.0797991,-96.1756935,6.41316512531832,81.5322275834339,7461
2012,SIOUX CITY,42.4999942,-96.4003069,7.09617883145579,98.6071059272407,82821
2012,SIOUX RAPIDS,42.8933093,-95.1511051,9.546138996139,110.359407979408,777
2012,SLATER,41.8778194,-93.6821269,2.40101261620186,31.8475365205843,1506
2012,SLOAN,42.2337584,-96.2244905,4.88748723186925,60.516935648621,979
2012,SOLON,41.8072344,-91.4940604,4.55689587426326,59.1653123772102,2545
2012,SPENCER,43.1450748,-95.144318,11.007131377096,126.199707456297,11212
2012,SPIRIT LAKE,43.4226192,-95.1022313,34.6062275807095,433.296080111598,5018
2012,ST. ANSGAR,43.3784811,-92.9203887,12.5994809688581,152.6573183391,1156
2012,ST. LUCAS,43.0665745,-91.9332498,35.1394927536232,449.802753623188,138
2012,STATE CENTER,42.0166544,-93.1635365,3.28479591836735,37.142380952381,1470
2012,STORM LAKE,42.6430359,-95.2019399,11.0468950504125,144.667945921173,10910
2012,STORY CITY,42.1871601,-93.5955532,4.08226439790576,45.9794531704479,3438
2012,STRATFORD,42.2713655,-93.9271721,4.87931034482759,58.0917379310345,725
2012,STRAWBERRY POINT,42.6835955,-91.5340348,4.76638349514563,52.226359223301,1236
2012,STUART,41.5034243,-94.3183715,8.6689138576779,108.347446941323,1602
2012,SULLY,41.5783288,-92.8449164,1.40568734793187,21.0445133819951,822
2012,SUMNER,42.8474801,-92.0915633,3.8727849676456,45.960881035341,2009
2012,SUTHERLAND,42.9741434,-95.4975058,5.19308252427184,54.4302265372168,618
2012,SWEA CITY,43.384403,-94.3149681,6.48445297504798,85.1525143953935,521
2012,SWISHER,41.8458406,-91.693232,6.1711558854719,145.731357370095,943
2012,TIFFIN,41.7069149,-91.6632783,1.45541964621754,22.6480391418893,2657
2012,TIPTON,41.7697434,-91.1279349,7.399875,87.46250625,3200
2012,TOLEDO,41.9972134,-92.5835266,15.1038960036331,188.908292461399,2202
2012,TRAER,42.1936007,-92.4654688,4.28776435045317,47.5352628398792,1655
2012,TREYNOR,41.2324965,-95.6130608,1.61846113445378,21.6855042016807,952
2012,TRIPOLI,42.8080363,-92.2582341,14.1019001490313,173.375402384501,1342
2012,URBANA,42.2241596,-91.8743444,1.62801576422207,21.8880054832077,1459
2012,URBANDALE,41.6266555,-93.7121656,2.84942526440016,41.7012026235759,44062
2012,VAN METER,41.5333223,-93.9543949,1.19713222416813,17.0503064798599,1142
2012,VILLISCA,40.9296034,-94.9766416,0.665829145728643,8.81846733668342,1194
2012,VINTON,42.1646477,-92.0185651,5.09056915306915,55.9163655788656,5148
2012,WALKER,42.2866572,-91.7807299,1.73106060606061,24.3841666666667,792
2012,WALNUT,41.4774899,-95.2219405,3.41829896907216,48.2105798969072,776
2012,WAPELLO,41.1814193,-91.1854273,4.35187408133268,48.7340617344439,2041
2012,WASHINGTON,41.3014077,-91.6916417,10.4111197354212,141.091931695464,7408
2012,WATERLOO,42.492786,-92.3425775,10.0703982763658,143.54872597137,68460
2012,WAUKEE,41.6119903,-93.8855768,1.43798051606108,19.5832359136388,18990
2012,WAUKON,43.2694208,-91.475695,13.8148688436831,166.045861884368,3736
2012,WAVERLY,42.7272032,-92.4668511,10.4886202066362,131.088038942976,10066
2012,WEBSTER CITY,42.4694321,-93.8159149,7.42090158689532,87.2711108267213,7814
2012,WELLMAN,41.4641806,-91.8382273,4.8575821104123,57.903535988819,1431
2012,WELLSBURG,42.4328011,-92.9250864,2.15654506437768,25.004034334764,699
2012,WESLEY,43.0886148,-93.9931467,44.0782860892388,545.937716535433,381
2012,WEST BEND,42.9600447,-94.4450576,15.8521765480896,173.62581027668,759
2012,WEST BRANCH,41.6714086,-91.3465521,2.59714377406932,30.0168934531451,2337
2012,WEST BURLINGTON,40.8250386,-91.1565357,12.3910567771579,151.064913029209,3047
2012,WEST DES MOINES,41.5772115,-93.711332,10.0600244724159,156.009635955266,64113
2012,WEST LIBERTY,41.5700231,-91.2637695,2.31579935622318,32.5281598712446,3728
2012,WEST POINT,40.7167039,-91.4501542,15.3303014553015,230.176029106029,962
2012,WEST UNION,42.9627564,-91.8082167,9.9664798671648,117.922299709423,2409
2012,WHITTEMORE,43.0634809,-94.4221252,4.86305894308943,67.7423577235772,492
2012,WILLIAMSBURG,41.6611187,-92.0090673,8.09902503912363,103.211029733959,3195
2012,WILTON,41.5889154,-91.0168179,2.25539215686275,24.7367700534759,2805
2012,WINDSOR HEIGHTS,41.6038268,-93.7105118,85.8452955614645,1207.53998159133,4889
